Age,disuti_M,disuti_L,disuti_U,QL00_M,QL00_L,QL00_U,QL15_M,QL15_L,QL15_U,QL35_M,QL35_L,QL35_U
50,0.2962969090634462,0.2817265428534956,0.31181536428988127,0.0932782314881984,0.08451750293250851,0.10339930200455337,0.09323170738953002,0.0844798317444698,0.1033423349080521,0.09317065904106475,0.08443062513794594,0.10326771007760456
55,0.28470869896815726,0.2733501157479454,0.2966899395080464,0.08979607913200349,0.08175291492551048,0.09906288587898344,0.08975700440607341,0.08172041584356687,0.0990164402613066,0.08970586640760878,0.08167764756997335,0.09895544934763105
60,0.2735723666384493,0.264764947465644,0.28276775855293257,0.08645893122382303,0.07898386679887368,0.09504879471703018,0.08642649329912672,0.07895637636082638,0.09501107343806399,0.08638400779217606,0.07892034938546834,0.09496180734548912
65,0.2628848963422289,0.25562472426207644,0.27039234492595615,0.08324874598826791,0.07621656087236521,0.09133260649841234,0.08322201429419569,0.07619351303571395,0.09130185991297111,0.08318694514350497,0.07616335185978151,0.09126159648047391
70,0.25259535751403284,0.24562095948107834,0.2598499665173414,0.08015967632650403,0.07342179674516731,0.08787718367371317,0.08013783576154206,0.07340285235447014,0.0878518525517408,0.08010923209137087,0.07337806950921388,0.08781862667423175
75,0.24272239299098947,0.23487114511538235,0.25096894404767023,0.07718965701256111,0.07064084386100554,0.0846891863230631,0.07717187901957709,0.07062562419218296,0.08466824323790403,0.07714857309810035,0.07060568024823959,0.08464086118369207
80,0.23322640849751963,0.22384795788856857,0.24316377947766263,0.07433527098116068,0.06787157090232568,0.08174892736183241,0.07432079260196127,0.06785956692083732,0.08173131980687494,0.07430179914796596,0.06784378281339243,0.08170827294159147
85,0.2241083736908444,0.21301716550284436,0.23594580566254944,0.07159692326953482,0.06512684289036595,0.07900982445306962,0.07158514804579574,0.06511757687051174,0.0789949631250284,0.0715697630306167,0.0651054237916661,0.07897550488693651
90,0.21533885908868158,0.20251636299206083,0.2291991590321754,0.06895603218208218,0.06242464099519087,0.07646967046220637,0.0689468072796243,0.06241752986902046,0.07645716179309751,0.0689347857906214,0.062408189748126806,0.07644070930251987
