SID,Model,Var,mean,se_mean,sd,X2.5.,X25.,X50.,X75.,X97.5.,n_eff,Rhat
DEU,C1,bg,-0.01564876364725806,3.775638838055622e-4,0.01097510557000839,-0.0377954163549285,-0.02289791224076216,-0.015798615145123,-0.00858121172502806,0.0065000761319456,844.9607259179894,1.0016506651093586
DEU,C1,b0,0.8658838153963033,8.004209989000954e-5,0.00248777395634726,0.8608527813158707,0.8641952754023576,0.8658689131059732,0.8675610820907348,0.8708218985723328,966.0172610062986,1.000442285785643
DEU,C1,bg,-0.01564876364725806,3.775638838055622e-4,0.01097510557000839,-0.0377954163549285,-0.02289791224076216,-0.015798615145123,-0.00858121172502806,0.0065000761319456,844.9607259179894,1.0016506651093586
DEU,C1,sigma,0.06358588538159608,3.352763991210015e-5,0.0012262139247333,0.06125625192155911,0.06274093283259566,0.06354350779530722,0.06438293395239904,0.06606585913075737,1337.6008011013391,1.0008077539701523
DEU,C1,lp__,1720.1658153851367,0.041388076829776,1.1828286414946838,1717.0824822412433,1719.639762878906,1720.479508626874,1721.03924724358,1721.5034447865687,816.7575751751525,1.0026886473534806
DEU,C2,bg,-0.03655899780985486,0.00138601702132468,0.04485208880621719,-0.12739566877570932,-0.06599914536361731,-0.03685085571531012,-0.00525914215442406,0.05089200115824244,1047.1965896771142,0.9992055292067116
DEU,C2,b0,0.30209765247593456,3.035010616892509e-4,0.0100867685957291,0.2820014959395729,0.29509435777225623,0.3020403591999268,0.3090821237497641,0.3220730656178411,1104.5456916227663,0.9984899254506252
DEU,C2,bg,-0.03655899780985486,0.00138601702132468,0.04485208880621719,-0.12739566877570932,-0.06599914536361731,-0.03685085571531012,-0.00525914215442406,0.05089200115824244,1047.1965896771142,0.9992055292067116
DEU,C2,sigma,0.1028181491427465,1.432291668910476e-4,0.00522056166600526,0.09322678236362314,0.0992209008076698,0.10260722594389046,0.10620622895750231,0.11374660594105046,1328.5304977853743,1.0043034919976144
DEU,C2,lp__,173.2321855548019,0.03958975972613303,1.2027423496178185,170.09721936856545,172.69022195144518,173.55151334380713,174.09465290254718,174.58387596732038,922.9527630305143,1.0026350772836103
DEU,PC1,bg[1],15521734905385192e8,3267989766716351e9,6841832988621528e9,-5034970002600021e9,-2217326897768859e9,-6400328189337353e8,6712976813600937e8,23727470729813423e9,4.383122025954392,2.4528227037392307
DEU,PC1,b0,1.659094605993071,0.00395468316649347,0.15688671699858298,1.3608355631068534,1.5494614960892743,1.6592501747123023,1.7651748113274364,1.9670268718593644,1573.797893238208,1.0018965362264665
DEU,PC1,bd15,-0.4362670295767858,0.0108594100362939,0.4391330359347256,-1.3164429625888845,-0.7298595978054888,-0.4392984550475037,-0.1390434248350417,0.4382233199773402,1635.2334294875177,1.0029931892813435
DEU,PC1,bd30,0.7295707484315244,0.00957378906110874,0.36546950287222857,0.01585666362058115,0.4861630652637053,0.7289982175313117,0.9762538381302466,1.4450027737844404,1457.2517181469216,1.00170682741232
DEU,PC1,bg[1],15521734905385192e8,3267989766716351e9,6841832988621528e9,-5034970002600021e9,-2217326897768859e9,-6400328189337353e8,6712976813600937e8,23727470729813423e9,4.383122025954392,2.4528227037392307
DEU,PC1,lp__,-203.83376005657232,0.03993839273135342,1.235695009730988,-207.0530039842556,-204.4335936144484,-203.48269528572607,-202.93584229444548,-202.39180583071345,957.2853641675966,1.0030378364045198
DEU,PZ,bg[1],4659718583210841e9,3925598472272916e9,15880835291496737e9,-16998114979002845e9,-8227363144042724e8,-17905958995332247e6,8308509475274586e8,5652847420131376e10,16.365713007689248,1.25393007792988
DEU,PZ,b0,-1.892949260502638,0.004204104728277,0.166129195392123,-2.2187884815518597,-2.0020790343527937,-1.8884471906551017,-1.780249180382076,-1.576489853219607,1561.510363708134,1.00162657541773
DEU,PZ,bd15,0.07138839056020779,0.00704309809240964,0.28646013787815144,-0.4823536312561566,-0.1244491493292298,0.0740984910680101,0.2627788621455254,0.6295496669667872,1654.2491461117263,0.999990999953868
DEU,PZ,bd30,1.2129023529011045,0.00652605105031638,0.25771928698937835,0.710387536289533,1.0363971450296294,1.214413252649444,1.393793189134881,1.7147322683982722,1559.5270384965645,1.0003703402680446
DEU,PZ,bg[1],4659718583210841e9,3925598472272916e9,15880835291496737e9,-16998114979002845e9,-8227363144042724e8,-17905958995332247e6,8308509475274586e8,5652847420131376e10,16.365713007689248,1.25393007792988
DEU,PZ,lp__,-245.976920474971,0.05182959840491688,1.259529868308186,-249.11971875757723,-246.55796953800393,-245.6621731060388,-245.0675150299963,-244.57708366091276,590.5562280219549,1.0064298066952182
ESP,C1,bg,0.03092818455875825,9.34697287537368e-4,0.03447177096729807,-0.03706712478216918,0.00874491053286396,0.03115293596914355,0.05408265786136667,0.0971669380315585,1360.1450535399283,0.9987327892624304
ESP,C1,b0,0.8035511816312739,1.4226973369877992e-4,0.00528397422360124,0.7933733485892372,0.8000615446952223,0.8036308691502894,0.8070903547194841,0.813875122234157,1379.419444363444,0.9993972336055366
ESP,C1,bg,0.03092818455875825,9.34697287537368e-4,0.03447177096729807,-0.03706712478216918,0.00874491053286396,0.03115293596914355,0.05408265786136667,0.0971669380315585,1360.1450535399283,0.9987327892624304
ESP,C1,sigma,0.10485407974560984,7.54746183651596e-5,0.00271601160481271,0.09979718308791329,0.10296429513446088,0.10486115200366956,0.1066943077941267,0.1102919671089282,1294.9750202650418,1.00044681052866
