SID,Model,Var,mean,se_mean,sd,X2.5.,X25.,X50.,X75.,X97.5.,n_eff,Rhat,value_set
DEU,C1,b0,0.8636509366300903,7.349762525507716e-5,0.00250605113028456,0.8585649682711016,0.8620351135388853,0.8636844093296636,0.865262844504878,0.868751116123191,1162.6078232045625,1.0010342704554982,orig
DEU,C1,bg,-0.00759667159067644,3.4717207379690427e-4,0.0115269583765644,-0.03126867028496681,-0.01524066101789497,-0.00740548957718363,-1.615577858037818e-4,0.01511495085635157,1102.401721012625,1.0015201906302855,orig
DEU,C1,lp__,1699.6741812246398,0.04536701229513638,1.2740677316810485,1696.300386826558,1699.1311905691218,1700.025549623835,1700.5917931203503,1701.0859409998743,788.6869859042171,1.005209704887683,orig
DEU,C1,sigma,0.06412350520706576,3.635523139052387e-5,0.00128544477198602,0.0616386982191227,0.06324106308009406,0.06408492660294259,0.06498050640629696,0.06667639558600442,1250.1813569541278,1.0002177325827946,orig
DEU,C1,b0,0.7429256866290556,9.32667463349821e-5,0.00306989899025875,0.7369976471890977,0.7408485055763983,0.7429140111978184,0.7450835950396084,0.7486179777239703,1083.414189317856,1.0046055724831582,uk
DEU,C1,bg,-0.02862988335664608,4.336409385523308e-4,0.01394211321393057,-0.05577907686853658,-0.03802623089023221,-0.02856206449897225,-0.01923879400995518,-0.00160019150116023,1033.7050991055996,1.002932960130678,uk
DEU,C1,lp__,1414.6302823186163,0.03807523139539572,1.191156994989536,1411.7117175190078,1414.0965376042193,1414.9120375552711,1415.5040833184073,1415.9889157472471,978.7074814523532,1.001795219664957,uk
DEU,C1,sigma,0.08053517377805162,4.469468859582902e-5,0.00161008922892593,0.0775955031306146,0.07943317909424148,0.08050512526777709,0.08161596849429027,0.0837118547448636,1297.7410963814102,0.9992500649093546,uk
DEU,C2,b0,0.2972290210924391,2.907981733798197e-4,0.00958214962401695,0.2779237562798151,0.2906802298107097,0.29732923055783433,0.3037314461357844,0.31587703656433486,1085.7817748298312,1.0039025101702626,orig
DEU,C2,bg,-0.01895292033547636,0.00127596858739104,0.04351321205615526,-0.10761839636688184,-0.04717959233676328,-0.01843359695391032,0.00957808310776405,0.06572743451899962,1162.953421762709,1.0039456995057057,orig
DEU,C2,lp__,170.973796440918,0.04346142030450689,1.2428612056974495,167.65793882330374,170.4387575489995,171.30241815047356,171.8621679708736,172.37316852762606,817.7817886879692,1.0027894736589449,orig
DEU,C2,sigma,0.10284954325447838,1.448649650912622e-4,0.00508262802295575,0.09356751950545011,0.09936536752084645,0.10253549864507357,0.106012040913708,0.1132983121209935,1230.9769504410494,1.0012658404213248,orig
DEU,C2,b0,0.13267363691340023,3.627582920357254e-4,0.01255148217559063,0.10733950023772222,0.12420816161970244,0.1325544991916796,0.1411818742446116,0.157950617449582,1197.1686359694947,1.0020867018309891,uk
DEU,C2,bg,-0.10183680865637176,0.00158052511755879,0.05460707056569405,-0.2094406710080375,-0.139048625765892,-0.10105773247945592,-0.06525438842526105,0.00347525609172815,1193.699341434124,1.001623542868872,uk
DEU,C2,lp__,116.44601945562152,0.04174801375163116,1.2400325025790844,113.36448891415192,115.87375845483088,116.77454310827284,117.35276190127476,117.8802184242174,882.2557582550585,1.005511822395077,uk
DEU,C2,sigma,0.13574392838754668,1.9900831197226188e-4,0.00713528506417066,0.12246846535311871,0.13071455929688203,0.1356914109096054,0.14032421147880436,0.1504784396505338,1285.5241062689745,1.0017870479382762,uk
DEU,PC1,b0,2.060678374188286,0.00423711144269103,0.1739581601472649,1.7409414608983471,1.9425902521116265,2.0553906377925255,2.172945397742877,2.407019899740946,1685.5818177625663,1.001564514929726,orig
DEU,PC1,bd15,-0.29387480657214715,0.01000606524140933,0.4071250033773449,-1.0865131007922757,-0.5649206424656599,-0.3002194804866253,-0.03045288573588907,0.5058464960202569,1655.498874673567,0.9997799051478948,orig
DEU,PC1,bd30,0.12196908474337392,0.00942692144838829,0.3586956546098238,-0.5645324972477525,-0.13261514882364622,0.11895779781354836,0.37525518976441496,0.8228733493922148,1447.8129419481184,1.0006273465897668,orig
DEU,PC1,bg[1],-5430081402472376e8,9950648386158712e8,17515949234972873e8,-35167731872644624e8,-20539552638587687e8,-4110722792680106e8,7138000255348941e8,2420384495447929e9,3.098593424471448,2.431364969589443,orig
DEU,PC1,lp__,-180.75817094195943,0.03658801201705317,1.1654526067072255,-183.77441542885205,-181.2961536365869,-180.46775180087565,-179.88619318053514,-179.36905104269937,1014.639134607912,1.003127513916136,orig
DEU,PC1,b0,1.7972063915609493,0.00357419813391704,0.1529696497814272,1.5008360240938965,1.6983858101193248,1.7927465966039775,1.9012876804589904,2.0957195196777785,1831.6955794096075,1.0001715124000523,uk
DEU,PC1,bd15,-0.3681778644004482,0.01052375249713493,0.3979583472156999,-1.1618228028041444,-0.6359234899038506,-0.3684585873206474,-0.11010918648508132,0.4168627407904313,1429.993244662836,1.0007571573291207,uk
DEU,PC1,bd30,0.17636182547081344,0.00944156262326661,0.3492891923214746,-0.4777556590872357,-0.0642642517440506,0.16153219244520678,0.40785943446614,0.8794715819699869,1368.618921100514,1.001169702618906,uk
DEU,PC1,bg[1],2667349750867506e9,30779917092554703e8,523030817021873e10,-6129238463637084e9,10336572147275957e7,10715849167585794e8,5317992819655846e9,13522657749341384e9,2.887484523694671,2.6600029926249835,uk
DEU,PC1,lp__,-208.95165166652305,0.03912856411954683,1.2048294090025369,-212.23846457873327,-209.486420642442,-208.6390308359343,-208.07438802249197,-207.59563127380773,948.1199771132042,1.0054015782831272,uk
