file,b0,b_lr0,rsd
Post_tte_DEU.csv,0.001973325,-0.014698281,0.00130405
Post_tte_ESP.csv,0.018564741,-0.014063995,9.69E-04
Post_tte_full.csv,0.013920197,-0.014929718,3.56E-04
Post_tte_gsk.csv,0.01335785,-0.014356394,5.11E-04
Post_tte_ITA.csv,0.020561267,-0.013675145,8.43E-04
Post_tte_JPN.csv,0.010392412,-0.014625354,0.0010064
