Model,Var,mean,se_mean,sd,X2.5.,X25.,X50.,X75.,X97.5.,n_eff,Rhat
C1,b0,0.7347471359987121,4.401082304426113e-5,0.002032678904590755,0.7306344783674101,0.7333268426558655,0.7347648257397597,0.7361013480704401,0.7388718557149164,2133.136167823518,0.9987374777729296
C1,sigma,0.09284233635266019,1.554459180682327e-5,0.0010205848605549757,0.09092902617600886,0.0921156691915305,0.09284963630678186,0.0935175168576356,0.09482623994935611,4310.618604780244,0.9985466550934936
C1,lp__,3785.495481370526,0.07995219231531928,2.3379043548929443,3779.963770864839,3784.209504449047,3785.809981077761,3787.200414986575,3789.050269847991,855.0523922446712,0.9998100301909384
C2,b0,0.0851154617060431,1.4207531486549565e-4,0.00793225518040349,0.06895622343956129,0.08009253217316598,0.08521963786841974,0.09052719208344447,0.10015338420577889,3117.138503042551,0.9991523842169822
C2,sigma,0.19951272198216857,8.502479203558045e-5,0.005399705082405813,0.18895750103113035,0.1958373383625338,0.1993763653788257,0.20295993504401322,0.2101747439238799,4033.1922519293375,0.9991163818577892
C2,lp__,119.90891941320865,0.09111153283179343,2.4075850982706575,114.20293202991633,118.62564240354423,120.33087464721919,121.61708065012454,123.48102458723676,698.2590720509162,1.002949237363077
PZ,b0,-2.388162872699353,0.005107540011681367,0.2254437447560448,-2.8247319573284027,-2.5394654815903492,-2.387201406692224,-2.233637576750974,-1.9523195500883594,1948.2865142140136,1.000307847162309
PZ,bd15,-0.4808530598960149,0.010281700795740405,0.43375811920675517,-1.3222720910309178,-0.7690325672243972,-0.47787251713019896,-0.19336056604789628,0.35731106546347946,1779.775857561755,0.998626274207695
PZ,bd30,0.03704336068836843,0.010311579485225514,0.3852005898349212,-0.752532727145155,-0.21020681291510532,0.05751521030733042,0.29090576986657213,0.7680117147731534,1395.4796231692617,0.99998374678031
PZ,lp__,-141.97542119087603,0.08013260232057534,2.3938956039143062,-147.59586286233912,-143.4015022030233,-141.66268184657457,-140.29610298061138,-138.2506565254386,892.4664952091762,1.0064068539534587
PC1,b0,2.434383149476557,0.0018172102332072275,0.08607147661214501,2.2694974909863084,2.3718818060271007,2.4332129065993477,2.496645666051191,2.6060005884406676,2243.4074600399886,0.9988928103777014
PC1,bd15,-0.6835102225162972,0.0024413513716703295,0.120596161788921,-0.9217428309907423,-0.7621612469715955,-0.6823332705911753,-0.6031856818724937,-0.451317011772041,2440.093072354855,1.001643995655033
PC1,bd30,-0.7271756088518546,0.002943827481331106,0.12975592998745886,-0.9623773400636417,-0.8187849508678857,-0.7266002373580183,-0.6405492458068774,-0.47175271709729977,1942.8072656444815,0.9999653000354174
PC1,lp__,-1800.7534762862817,0.09076466217764823,2.457924095143877,-1806.415049410157,-1802.1633445094476,-1800.4086179651727,-1798.971833130983,-1796.9082229105586,733.3365699523657,1.0061224687243782
