Time,Q_1_M,Q_1_L,Q_1_U,Q_2_M,Q_2_L,Q_2_U,PZ_M,PZ_L,PZ_U,P_C1_M,P_C1_L,P_C1_U,P_C2_M,P_C2_L,P_C2_U,QE_M,QE_L,QE_U,QL_M,QL_L,QL_U,Batch,Set
0,0.7357679833683757,0.726508403531632,0.7454272205301946,0.0807341667581696,0.0631015801063319,0.09792105853427886,0.12884976761846817,0.08681588747852169,0.18105659464801402,0.6855440337780937,0.61585352805897,0.744999106239729,0.1832574567251175,0.1360795003311511,0.2419688513152334,0.5195427814945015,0.46975832194257866,0.5612210986196463,0.48045721850549844,0.43877890138035375,0.5302416780574213,s1,ind_km
14,0.7357679833683757,0.726508403531632,0.7454272205301946,0.0807341667581696,0.0631015801063319,0.09792105853427886,0.12884976761846817,0.08681588747852169,0.18105659464801402,0.6855440337780937,0.61585352805897,0.744999106239729,0.1832574567251175,0.1360795003311511,0.2419688513152334,0.5195427814945015,0.46975832194257866,0.5612210986196463,0.48045721850549844,0.43877890138035375,0.5302416780574213,s1,ind_km
30,0.7357679833683757,0.726508403531632,0.7454272205301946,0.0807341667581696,0.0631015801063319,0.09792105853427886,0.10712935708468779,0.06671583698012448,0.15788770977660663,0.7844401453610508,0.7207642330125069,0.843012445839425,0.1050824678893803,0.06474155901550073,0.1612445806988028,0.5858546820353099,0.5398356362350558,0.62660776237248,0.4141453179646902,0.3733922376275201,0.46016436376494424,s1,ind_km
60,0.7357679833683757,0.726508403531632,0.7454272205301946,0.0807341667581696,0.0631015801063319,0.09792105853427886,0.1372796998524179,0.09302899517355126,0.19046196923709838,0.7442463690267918,0.6825858684388231,0.8035389504072558,0.1163578667232737,0.076650857799079,0.16585611778542164,0.5572225326460596,0.5139271594512566,0.5996812567439538,0.44277746735394047,0.40031874325604616,0.4860728405487433,s1,ind_km
90,0.7357679833683757,0.726508403531632,0.7454272205301946,0.0807341667581696,0.0631015801063319,0.09792105853427886,0.1372796998524179,0.09302899517355126,0.19046196923709838,0.7442463690267918,0.6825858684388231,0.8035389504072558,0.1163578667232737,0.076650857799079,0.16585611778542164,0.5572225326460596,0.5139271594512566,0.5996812567439538,0.44277746735394047,0.40031874325604616,0.4860728405487433,s1,ind_km
0,0.734458939941791,0.7245434182644054,0.7435525886400164,0.057040192847024454,0.03851303883849844,0.07370412929608927,0.1328812581841004,0.08711573109615753,0.18911278069479634,0.7364350414516179,0.6704308985657985,0.7957412419704588,0.1296523297854021,0.08771197344335371,0.18037748085344044,0.5481941562739605,0.5004874498560256,0.592126528003177,0.45180584372603955,0.407873471996823,0.4995125501439744,s10,ind_km
14,0.734458939941791,0.7245434182644054,0.7435525886400164,0.057040192847024454,0.03851303883849844,0.07370412929608927,0.1328812581841004,0.08711573109615753,0.18911278069479634,0.7364350414516179,0.6704308985657985,0.7957412419704588,0.1296523297854021,0.08771197344335371,0.18037748085344044,0.5481941562739605,0.5004874498560256,0.592126528003177,0.45180584372603955,0.407873471996823,0.4995125501439744,s10,ind_km
30,0.734458939941791,0.7245434182644054,0.7435525886400164,0.057040192847024454,0.03851303883849844,0.07370412929608927,0.14535256628693127,0.10271267260929724,0.1992880724028392,0.691550796730399,0.6220937266028789,0.7549919476095179,0.16120225712446679,0.11267332527849255,0.21566010777987,0.5170837209341015,0.46741004523742424,0.5608471925738383,0.4829162790658985,0.4391528074261617,0.5325899547625758,s10,ind_km
60,0.734458939941791,0.7245434182644054,0.7435525886400164,0.057040192847024454,0.03851303883849844,0.07370412929608927,0.16798816698083724,0.11662300671406282,0.23003947102998287,0.6923581924743359,0.6239291384583275,0.756163392335122,0.1380138710874601,0.09414673849570697,0.1893994553202983,0.5166419689308077,0.4657937615084815,0.5616828634288008,0.48335803106919223,0.43831713657119914,0.5342062384915185,s10,ind_km
90,0.734458939941791,0.7245434182644054,0.7435525886400164,0.057040192847024454,0.03851303883849844,0.07370412929608927,0.16798816698083724,0.11662300671406282,0.23003947102998287,0.6923581924743359,0.6239291384583275,0.756163392335122,0.1380138710874601,0.09414673849570697,0.1893994553202983,0.5166419689308077,0.4657937615084815,0.5616828634288008,0.48335803106919223,0.43831713657119914,0.5342062384915185,s10,ind_km
