Age,disuti_M,disuti_L,disuti_U,QL00_M,QL00_L,QL00_U,QL15_M,QL15_L,QL15_U,QL35_M,QL35_L,QL35_U,Batch,Set
50,0.32186598814730244,0.3064836990247705,0.33914416856041585,0.09059967055148059,0.08159027783951406,0.10084845102412743,0.0905397017295558,0.08154620552394486,0.10076719300906478,0.09046431127769358,0.08148853881094448,0.10066093272326893,s1,2gp
55,0.3391911518874979,0.32584125965574895,0.35390228349495595,0.09533889324751288,0.08608397562343426,0.10551138862987429,0.09526988015402356,0.08601572139381243,0.1054262120372115,0.09517611285469926,0.08592573896962943,0.1053101376116007,s1,2gp
60,0.3575200716678737,0.34576026809983823,0.3698829596333776,0.10034233641647662,0.09078894289257108,0.11052051198703366,0.10024920575664595,0.09070393590750914,0.11040472159009794,0.10012745365958067,0.09059281060306067,0.1102639467747155,s1,2gp
65,0.3765711457285579,0.36587800975086426,0.387153966234471,0.1055613117223956,0.09565026114580226,0.11641904562981147,0.10544578597094503,0.09555543400407096,0.11629432340362135,0.10529481719256537,0.09543148912346715,0.11613132092441816,s1,2gp
70,0.39671492969969496,0.3860917017210757,0.40792460090398547,0.11104626615264493,0.10072661674822256,0.1224601216164761,0.110908207756676,0.1005978916898374,0.12230085721717407,0.11072680655649714,0.10042975517221918,0.12209282203759063,s1,2gp
75,0.4179901031906493,0.40486493172718746,0.43204169321584657,0.11675477356813264,0.10570326240435521,0.12887790190753817,0.11658857168293282,0.10555351498833239,0.12867981017598215,0.11637074417307522,0.10535205511056352,0.12842121781344618,s1,2gp
80,0.4405198837803991,0.423121526439964,0.45905504321104046,0.12284368493872537,0.11096706275358821,0.13626852697622868,0.12264274567529866,0.11079912375844025,0.13602600927662867,0.12237888401534411,0.11057986407858461,0.13570931142790643,s1,2gp
85,0.4641097840941186,0.4420827722900524,0.4875348197455567,0.1291643838689266,0.11598295190340961,0.14407383572137386,0.12892407230438008,0.11578094994669702,0.14375425690402036,0.12860662914481902,0.11551737806506898,0.1433504072968066,s1,2gp
90,0.4889336055586909,0.46022126996022766,0.5186343388459983,0.13595606117839776,0.12149344034563644,0.15232345888395366,0.13567039761777866,0.12126187646162159,0.15197656398724876,0.13528984646433773,0.12092429020851113,0.15152434668348785,s1,2gp
50,0.31938100372381706,0.3043289092473377,0.3365525987066633,0.08659638356496913,0.07845282726130878,0.09636822407786719,0.08654096503040389,0.07840606201912126,0.09629924674464559,0.08646801532146682,0.07834487932172339,0.09620558595171569,s10,2gp
55,0.33716060831442907,0.32423289137353983,0.3515727787544495,0.09122184622172162,0.08285040406389603,0.10109075416789146,0.09115280534168374,0.0827870168644124,0.10101125847576246,0.0910611548529708,0.08270412400901707,0.10090729671093054,s10,2gp
60,0.3559493832707071,0.3447777776789141,0.3678980103323322,0.09609376244863602,0.08725040053826773,0.10627167268985344,0.0960052442111943,0.08717413582760887,0.10617072598068185,0.0958895282241155,0.08707443179617802,0.10603875872289042,s10,2gp
65,0.3759346913909555,0.3655861370240332,0.3867689177328556,0.10122854499373339,0.09210389762826862,0.11185937786560496,0.1011233605136827,0.09200584453964189,0.11173219392851201,0.10098557427166652,0.09187770902936603,0.11156656055218889,s10,2gp
70,0.3967650526744507,0.38525294265496973,0.40829689022040655,0.10659271078960972,0.09691281710082442,0.11768706683355103,0.10646075967409085,0.09679178769041505,0.11753845169085177,0.10628917258360049,0.09663370287738408,0.11734431221498223,s10,2gp
75,0.4187460100947588,0.4050526134930385,0.4332671321185344,0.1123317739883431,0.1018314887126466,0.12445791183125603,0.11217180691549081,0.1016880672757783,0.12426031328621415,0.11196186835727442,0.10149482814142895,0.12400237849372249,s10,2gp
80,0.441990307295716,0.4241982751729529,0.46122441082441173,0.11832720142650036,0.10704482594842167,0.13161877164230754,0.11812787525005203,0.10688134195171255,0.13138835311921102,0.11788112427797709,0.10665734921776993,0.1310717316019204,s10,2gp
85,0.4666640407373747,0.4430932881955041,0.491419531549094,0.12469213840918567,0.11224157297687265,0.13927895271987992,0.12445587628745564,0.11205437798564119,0.1389666868293799,0.12413426319715792,0.11178780006556535,0.1385918697822459,s10,2gp
90,0.4926694383147588,0.46258740134850873,0.5234689236639773,0.13134766283336444,0.11737450473329744,0.1475231763627249,0.1310686226015433,0.11713631875032351,0.14717800661649055,0.13070753992416828,0.11682042473113448,0.14670292907034552,s10,2gp
50,0.3421753901234459,0.32442474734368126,0.3601325490577729,0.09098671613143282,0.08158617859306129,0.1019607085054279,0.09090829946891914,0.08152778663262429,0.10186588133454098,0.09081423547576244,0.08145141994440579,0.10174190243447061,s2,2gp
55,0.35767294681563244,0.342559286115295,0.372994868182832,0.09497155133960616,0.08556201963608621,0.10612041799826626,0.09488548775167215,0.08548974332416996,0.1060153850426108,0.09476944752559363,0.085395248428124515,0.1058749443123099,s2,2gp
60,0.3739913099186478,0.3615367485206768,0.38694847022312057,0.09915831865083924,0.08972442298380721,0.11051345151136086,0.09905582428373566,0.0896355007236236,0.1103836189126388,0.0989218610207385,0.08951926703923294,0.11021396830603603,s2,2gp
65,0.3909303681543377,0.37990166307724244,0.4023662153172916,0.10352274934855127,0.0936673986677484,0.11519407103935116,0.1033974110384502,0.09356464227657961,0.11504930685038342,0.10322999256820956,0.09343037050522598,0.11486019183014681,s2,2gp
70,0.4088370511838405,0.3973995552430243,0.42092040265714764,0.10806634957314445,0.09762892316421456,0.12036966267102014,0.10791738480766058,0.09749784084668137,0.12019812334585347,0.10772283678185975,0.09732663426080145,0.11997410946671547,s2,2gp
75,0.4271968885381646,0.41374695291593444,0.44203514579296105,0.11294395369460039,0.10184198398055076,0.12609138143417964,0.11276738937206875,0.10169108048147966,0.12587841117493342,0.11254192365087333,0.1014940622062502,0.1255948657230604,s2,2gp
80,0.44661210305198684,0.4299524655998312,0.4659897137897547,0.11814819512568735,0.10598184062578944,0.1322836035007105,0.11794016077402196,0.10581616990602294,0.13202683188956624,0.11765961792989296,0.1056000039173367,0.1316919126388361,s2,2gp
85,0.4669839219803781,0.44519335895542445,0.4923298790468607,0.12351924123097127,0.11008023210905504,0.13865632877298859,0.12327343732462598,0.10988226041326253,0.13839070514623725,0.12296991425913525,0.10962398752575006,0.13804419916284855,s2,2gp
90,0.48817272156405,0.4606368308439952,0.5197196103600369,0.12894034372776325,0.11450909651444147,0.14585615030250693,0.12867078164588186,0.11427959024553584,0.145538463711869,0.1283263395560456,0.11399273343916358,0.14503754446828893,s2,2gp
50,0.32251917796440444,0.3068463511535614,0.33985467063211744,0.0783507672351874,0.07039979935443101,0.08719176261288547,0.07829350338047766,0.07035716135387554,0.08712394699064266,0.07822624556475621,0.07030137900918774,0.08703316240935677,s3,2gp
55,0.34122479274557904,0.3279198490418475,0.35554463324972285,0.0826836317354363,0.07436376761308279,0.09167364026143465,0.08261283342416859,0.07431018351274397,0.09159697677120375,0.08252381817297016,0.07424010510902149,0.0915036396543497,s3,2gp
60,0.361056902195001,0.3499121510441314,0.3728508629486227,0.08724345410511133,0.07854864690589736,0.09660565112411358,0.08716055604251582,0.0784784203142471,0.09650310060517889,0.08705338146831809,0.0783782692798705,0.09636907282631196,s3,2gp
65,0.381958316984128,0.3719665932820645,0.3923316315395216,0.09200722300798966,0.08300081311525283,0.10197286358741367,0.09190303118240764,0.08290499003141716,0.10185673711103894,0.09176499634453708,0.08277979256880531,0.10170326621235116,s3,2gp
70,0.40406140222802633,0.39286171363806155,0.4153769193161756,0.09711942538372707,0.08751602758389637,0.10765923190296281,0.09700097198902874,0.08740445052962054,0.10751170711975191,0.09683236401936682,0.0872587156682647,0.10731761527180761,s3,2gp
75,0.4274930338011995,0.41318179483567236,0.44163561866092815,0.10254648744468087,0.0922246472745499,0.11382648354476713,0.10238777453132145,0.09208300373797214,0.11364266092620304,0.10218398886354013,0.0918981142532844,0.11340273924288224,s3,2gp
80,0.45198082325276734,0.4332754764901091,0.47168485592926657,0.108274849824509,0.09687664286417078,0.12072235414382143,0.1080893885408066,0.09671550822968565,0.1205020682901302,0.10783844209234006,0.09650126553826964,0.12021465989693574,s3,2gp
85,0.4782694816355727,0.4536895823267534,0.5036467031785623,0.11418279168591695,0.1017450435766878,0.12840687098759765,0.11394744239976375,0.10155575026298073,0.12813533001908045,0.11364635157695543,0.10132937678834454,0.12775388127709802,s3,2gp
90,0.5062130631887386,0.47467378249556735,0.5390943445645255,0.12058310314551114,0.10676357488836441,0.1362739572303816,0.12031524387577718,0.10654633483532448,0.13594591501606945,0.11995255302937025,0.10626322923610138,0.13547596702692538,s3,2gp
50,0.3421080948056568,0.3244255548932223,0.36091837698001,0.09361404112909708,0.08353232030866123,0.10485437308990092,0.0935320311685456,0.08347121838348347,0.1047497955751702,0.09342718872158598,0.08339203864945682,0.10461308618525154,s4,2gp
55,0.3567437325250381,0.3416701554310342,0.37218664175292426,0.09756950320000157,0.0873279306863799,0.10871568183594332,0.09747838429850333,0.08724790271145616,0.10860372979783678,0.0973464842846201,0.0871432784986789,0.10845320461781167,s4,2gp
