Time,Q_1_M,Q_1_L,Q_1_U,Q_2_M,Q_2_L,Q_2_U,PZ_M,PZ_L,PZ_U,P_C1_M,P_C1_L,P_C1_U,P_C2_M,P_C2_L,P_C2_U,QE_M,QE_L,QE_U,QL_M,QL_L,QL_U,Batch,Set
0,0.7817995294307121,0.7715958057734256,0.7920292114086452,0.18903413172166816,0.1708093723081476,0.20800748553756088,0.13231667454302837,0.08820245716096584,0.18596122686381614,0.6733596298462745,0.6059835648504993,0.7339778904138535,0.1927828153319039,0.1436348288560127,0.2502288996091264,0.5633473656518299,0.5168174755792836,0.6048145045688488,0.43665263434817014,0.3951854954311511,0.48318252442071635,s1,ind
14,0.7817995294307121,0.7715958057734256,0.7920292114086452,0.18903413172166816,0.1708093723081476,0.20800748553756088,0.13231667454302837,0.08820245716096584,0.18596122686381614,0.6733596298462745,0.6059835648504993,0.7339778904138535,0.1927828153319039,0.1436348288560127,0.2502288996091264,0.5633473656518299,0.5168174755792836,0.6048145045688488,0.43665263434817014,0.3951854954311511,0.48318252442071635,s1,ind
30,0.7817995294307121,0.7715958057734256,0.7920292114086452,0.18903413172166816,0.1708093723081476,0.20800748553756088,0.12471328161778095,0.08085027096830551,0.1806675334040916,0.7595016252568353,0.694657647379737,0.8156763933270611,0.11495588096353776,0.07650883152923742,0.16088222635841812,0.6153474091002046,0.5696019154299199,0.6564379673856511,0.3846525908997954,0.3435620326143489,0.43039808457008005,s1,ind
60,0.7817995294307121,0.7715958057734256,0.7920292114086452,0.18903413172166816,0.1708093723081476,0.20800748553756088,0.1212207307572174,0.07487053007439251,0.1774142358327461,0.7576230938925936,0.6901810936581063,0.8208089852731966,0.11978155815973673,0.078123623443955445,0.1703554895659241,0.6152951557864011,0.5670019336912654,0.6597357194491824,0.38470484421359885,0.34026428055081753,0.43299806630873444,s1,ind
90,0.7817995294307121,0.7715958057734256,0.7920292114086452,0.18903413172166816,0.1708093723081476,0.20800748553756088,0.1212207307572174,0.07487053007439251,0.1774142358327461,0.7576230938925936,0.6901810936581063,0.8208089852731966,0.11978155815973673,0.078123623443955445,0.1703554895659241,0.6152951557864011,0.5670019336912654,0.6597357194491824,0.38470484421359885,0.34026428055081753,0.43299806630873444,s1,ind
0,0.7906589141837452,0.781673601788174,0.7999779393031563,0.19606462074024286,0.17764339360604478,0.2163939074607474,0.14831375826218662,0.10102871150738177,0.20399802685125615,0.6090945518247368,0.5449741130014688,0.6748424599655474,0.24018793854954923,0.18944362022737693,0.30239041686904927,0.529336762279304,0.48427160535642627,0.5748381491047878,0.47066323772069596,0.42516185089521213,0.5157283946435737,s10,ind
14,0.7906589141837452,0.781673601788174,0.7999779393031563,0.19606462074024286,0.17764339360604478,0.2163939074607474,0.14831375826218662,0.10102871150738177,0.20399802685125615,0.6090945518247368,0.5449741130014688,0.6748424599655474,0.24018793854954923,0.18944362022737693,0.30239041686904927,0.529336762279304,0.48427160535642627,0.5748381491047878,0.47066323772069596,0.42516185089521213,0.5157283946435737,s10,ind
30,0.7906589141837452,0.781673601788174,0.7999779393031563,0.19606462074024286,0.17764339360604478,0.2163939074607474,0.11975572572757175,0.07888784219400856,0.17661889298429906,0.6944632837166694,0.6235134529432952,0.7584768348541874,0.18384176658760687,0.13394310958657618,0.2445524724553054,0.5852879992847715,0.5353833898108495,0.629774636971915,0.41471200071522857,0.37022536302808495,0.46461661018915046,s10,ind
60,0.7906589141837452,0.781673601788174,0.7999779393031563,0.19606462074024286,0.17764339360604478,0.2163939074607474,0.08606369318436738,0.05190122265038373,0.13295055641717407,0.7501880214071439,0.6829877338072797,0.8108861931975736,0.16151057215935666,0.1115800937865648,0.22458558535764903,0.6253709094797391,0.5784433419784919,0.6655218916917582,0.37462909052026094,0.3344781083082417,0.42155665802150805,s10,ind
90,0.7906589141837452,0.781673601788174,0.7999779393031563,0.19606462074024286,0.17764339360604478,0.2163939074607474,0.08606369318436738,0.05190122265038373,0.13295055641717407,0.7501880214071439,0.6829877338072797,0.8108861931975736,0.16151057215935666,0.1115800937865648,0.22458558535764903,0.6253709094797391,0.5784433419784919,0.6655218916917582,0.37462909052026094,0.3344781083082417,0.42155665802150805,s10,ind
