Time,Q_1_M,Q_1_L,Q_1_U,Q_2_M,Q_2_L,Q_2_U,PZ_M,PZ_L,PZ_U,P_C1_M,P_C1_L,P_C1_U,P_C2_M,P_C2_L,P_C2_U,QE_M,QE_L,QE_U,QL_M,QL_L,QL_U,Batch,Set
0,0.7373397837298556,0.7284871721249161,0.7468836709709343,0.0665057011621525,0.04826893801424772,0.08407344185024118,0.09997501941913903,0.06416513779999578,0.14731554521806828,0.7281884701345597,0.6644320471476539,0.7840315075414657,0.17054829500453605,0.12387008415058712,0.22444791585952945,0.5483695835080322,0.501271266086174,0.5893409686684914,0.45163041649196783,0.4106590313315086,0.498728733913826,s2,2gp_km
14,0.7373397837298556,0.7284871721249161,0.7468836709709343,0.0665057011621525,0.04826893801424772,0.08407344185024118,0.09997501941913903,0.06416513779999578,0.14731554521806828,0.7281884701345597,0.6644320471476539,0.7840315075414657,0.17054829500453605,0.12387008415058712,0.22444791585952945,0.5483695835080322,0.501271266086174,0.5893409686684914,0.45163041649196783,0.4106590313315086,0.498728733913826,s2,2gp_km
30,0.7373397837298556,0.7284871721249161,0.7468836709709343,0.0665057011621525,0.04826893801424772,0.08407344185024118,0.10376625535593172,0.06501989859264205,0.1539787093192287,0.7056281171729069,0.6413212376685683,0.7687066291439778,0.18764528464398056,0.13780413497803212,0.24459880089758973,0.5330569995900833,0.4884048559764279,0.5773678488107079,0.4669430004099167,0.422632151189292,0.5115951440235721,s2,2gp_km
60,0.7373397837298556,0.7284871721249161,0.7468836709709343,0.0665057011621525,0.04826893801424772,0.08407344185024118,0.13420200665922585,0.08593252628975924,0.19528561064515823,0.7643658110133387,0.6955055365274646,0.8251712767174274,0.09863546100495513,0.06099075929563945,0.15053301506315125,0.5703168161160268,0.5220083902799082,0.6123799982419473,0.4296831838839732,0.38762000175805267,0.4779916097200918,s2,2gp_km
90,0.7373397837298556,0.7284871721249161,0.7468836709709343,0.0665057011621525,0.04826893801424772,0.08407344185024118,0.13420200665922585,0.08593252628975924,0.19528561064515823,0.7643658110133387,0.6955055365274646,0.8251712767174274,0.09863546100495513,0.06099075929563945,0.15053301506315125,0.5703168161160268,0.5220083902799082,0.6123799982419473,0.4296831838839732,0.38762000175805267,0.4779916097200918,s2,2gp_km
0,0.7483435652467316,0.7397151210731918,0.7570261270478231,0.06458986127777029,0.047211653103500895,0.08204993377516659,0.08124098788586306,0.04731949445985928,0.1262864825863662,0.7529410817784256,0.6887770007830334,0.8166685866769069,0.1636819832022633,0.11364494828563511,0.2201332756126436,0.5742448465699007,0.5280344613185095,0.6188793442294277,0.4257551534300993,0.3811206557705722,0.4719655386814904,s3,2gp_km
14,0.7483435652467316,0.7397151210731918,0.7570261270478231,0.06458986127777029,0.047211653103500895,0.08204993377516659,0.08124098788586306,0.04731949445985928,0.1262864825863662,0.7529410817784256,0.6887770007830334,0.8166685866769069,0.1636819832022633,0.11364494828563511,0.2201332756126436,0.5742448465699007,0.5280344613185095,0.6188793442294277,0.4257551534300993,0.3811206557705722,0.4719655386814904,s3,2gp_km
30,0.7483435652467316,0.7397151210731918,0.7570261270478231,0.06458986127777029,0.047211653103500895,0.08204993377516659,0.11498796282867946,0.07113962260793626,0.16855385575149,0.7216115600319228,0.6527678474077495,0.7831331055258163,0.16225052071339502,0.11281023303109801,0.2188503155516451,0.5501224915359808,0.5017698000344533,0.5945135387623731,0.4498775084640192,0.4054864612376268,0.49823019996554674,s3,2gp_km
60,0.7483435652467316,0.7397151210731918,0.7570261270478231,0.06458986127777029,0.047211653103500895,0.08204993377516659,0.11210310272691759,0.07087826281966104,0.16764056964940116,0.7424737531367402,0.6735531015503717,0.8007169166435523,0.1440915486878913,0.09979627847900323,0.2013851131782836,0.5649974445746798,0.5164481080321821,0.6080827887683344,0.4350025554253202,0.3919172112316656,0.4835518919678179,s3,2gp_km
90,0.7483435652467316,0.7397151210731918,0.7570261270478231,0.06458986127777029,0.047211653103500895,0.08204993377516659,0.11210310272691759,0.07087826281966104,0.16764056964940116,0.7424737531367402,0.6735531015503717,0.8007169166435523,0.1440915486878913,0.09979627847900323,0.2013851131782836,0.5649974445746798,0.5164481080321821,0.6080827887683344,0.4350025554253202,0.3919172112316656,0.4835518919678179,s3,2gp_km
0,0.7353568773298388,0.7259673724650756,0.7447118254918048,0.05541051838034755,0.03736030082524202,0.07227537571636873,0.09197871085301343,0.05754591260738342,0.14063412978386197,0.7891164593340969,0.730825743971133,0.8422918903160105,0.11696618618867094,0.07998794323643225,0.16201641788735974,0.58650869645568,0.5453585364402406,0.6257900127093511,0.4134913035443199,0.37420998729064886,0.45464146355975943,s4,2gp_km
14,0.7353568773298388,0.7259673724650756,0.7447118254918048,0.05541051838034755,0.03736030082524202,0.07227537571636873,0.09197871085301343,0.05754591260738342,0.14063412978386197,0.7891164593340969,0.730825743971133,0.8422918903160105,0.11696618618867094,0.07998794323643225,0.16201641788735974,0.58650869645568,0.5453585364402406,0.6257900127093511,0.4134913035443199,0.37420998729064886,0.45464146355975943,s4,2gp_km
30,0.7353568773298388,0.7259673724650756,0.7447118254918048,0.05541051838034755,0.03736030082524202,0.07227537571636873,0.1088096240734194,0.06996655090667803,0.16372345794518844,0.7501680755888774,0.6837384010473655,0.80644073431808,0.14011415867807436,0.09679855530061039,0.19671791537988811,0.5585453885784843,0.5117745983436994,0.5999932468862036,0.4414546114215157,0.4000067531137964,0.4882254016563005,s4,2gp_km
60,0.7353568773298388,0.7259673724650756,0.7447118254918048,0.05541051838034755,0.03736030082524202,0.07227537571636873,0.10031348304879187,0.06071222674117282,0.1564676084584587,0.737238799323248,0.6672267881324127,0.8028510089576433,0.1601094843897059,0.108897902744774,0.2199970269966531,0.5509194244055029,0.5010901784708203,0.5983535414907335,0.4490805755944971,0.4016464585092665,0.4989098215291798,s4,2gp_km
90,0.7353568773298388,0.7259673724650756,0.7447118254918048,0.05541051838034755,0.03736030082524202,0.07227537571636873,0.10031348304879187,0.06071222674117282,0.1564676084584587,0.737238799323248,0.6672267881324127,0.8028510089576433,0.1601094843897059,0.108897902744774,0.2199970269966531,0.5509194244055029,0.5010901784708203,0.5983535414907335,0.4490805755944971,0.4016464585092665,0.4989098215291798,s4,2gp_km
0,0.740892507292636,0.7315382032547408,0.7500378396252758,0.05555470898370128,0.037546941280539155,0.07320890136248141,0.11634607373609793,0.07569331106717839,0.1646801972656424,0.7199534323776358,0.6517800274413256,0.7790855359058689,0.16261291470608957,0.11634148408588282,0.21832453297546575,0.5422522879787983,0.4942670080737532,0.5853783052519312,0.4577477120212016,0.4146216947480687,0.5057329919262468,s5,2gp_km
14,0.740892507292636,0.7315382032547408,0.7500378396252758,0.05555470898370128,0.037546941280539155,0.07320890136248141,0.11634607373609793,0.07569331106717839,0.1646801972656424,0.7199534323776358,0.6517800274413256,0.7790855359058689,0.16261291470608957,0.11634148408588282,0.21832453297546575,0.5422522879787983,0.4942670080737532,0.5853783052519312,0.4577477120212016,0.4146216947480687,0.5057329919262468,s5,2gp_km
30,0.740892507292636,0.7315382032547408,0.7500378396252758,0.05555470898370128,0.037546941280539155,0.07320890136248141,0.14336314808334727,0.09318188906265794,0.2052631369805043,0.7646840145888397,0.6952149644715931,0.8230159942017041,0.09093089369149954,0.05688114738309668,0.13741629187063584,0.571640897055984,0.5217951706754436,0.6155449255516131,0.428359102944016,0.3844550744483868,0.47820482932455644,s5,2gp_km
60,0.740892507292636,0.7315382032547408,0.7500378396252758,0.05555470898370128,0.037546941280539155,0.07320890136248141,0.13437089658733317,0.08687424761663093,0.19449053761341356,0.7112937555902841,0.6389585057861128,0.7797452709891941,0.15183241704206768,0.10413421146583571,0.20964639425771162,0.535365060237764,0.48522917334819976,0.5862201544179219,0.4646349397622361,0.4137798455820782,0.5147708266518002,s5,2gp_km
90,0.740892507292636,0.7315382032547408,0.7500378396252758,0.05555470898370128,0.037546941280539155,0.07320890136248141,0.13437089658733317,0.08687424761663093,0.19449053761341356,0.7112937555902841,0.6389585057861128,0.7797452709891941,0.15183241704206768,0.10413421146583571,0.20964639425771162,0.535365060237764,0.48522917334819976,0.5862201544179219,0.4646349397622361,0.4137798455820782,0.5147708266518002,s5,2gp_km
0,0.7418560101779187,0.7323225685211925,0.7518077744079098,0.07543755682770824,0.05859619088887128,0.09219866921573862,0.12906649487083954,0.08605708837410748,0.18224322831284945,0.6991186098026664,0.6356152675557067,0.7620734282853646,0.16985816314813273,0.12286059555282126,0.22574461430756482,0.5310029724502353,0.4872164684345161,0.5766268171988084,0.4689970275497647,0.4233731828011915,0.5127835315654838,s6,2gp_km
14,0.7418560101779187,0.7323225685211925,0.7518077744079098,0.07543755682770824,0.05859619088887128,0.09219866921573862,0.12906649487083954,0.08605708837410748,0.18224322831284945,0.6991186098026664,0.6356152675557067,0.7620734282853646,0.16985816314813273,0.12286059555282126,0.22574461430756482,0.5310029724502353,0.4872164684345161,0.5766268171988084,0.4689970275497647,0.4233731828011915,0.5127835315654838,s6,2gp_km
30,0.7418560101779187,0.7323225685211925,0.7518077744079098,0.07543755682770824,0.05859619088887128,0.09219866921573862,0.15089972819273406,0.10377758041762566,0.21593589457155218,0.7217135839000637,0.6512197565098642,0.7829490485000542,0.1258593610806915,0.08727687065854126,0.17650261010487697,0.545186241831594,0.49320267126530193,0.5889643794225781,0.4548137581684059,0.4110356205774219,0.5067973287346981,s6,2gp_km
60,0.7418560101779187,0.7323225685211925,0.7518077744079098,0.07543755682770824,0.05859619088887128,0.09219866921573862,0.14178345548776783,0.09230632582090385,0.20410601303142026,0.7298170267495814,0.6623807786857874,0.7937506612296327,0.1253729184406116,0.08313227308361776,0.17561075051486927,0.5510499230995185,0.5029459705136354,0.5977689670834838,0.44895007690048155,0.40223103291651624,0.49705402948636457,s6,2gp_km
90,0.7418560101779187,0.7323225685211925,0.7518077744079098,0.07543755682770824,0.05859619088887128,0.09219866921573862,0.14178345548776783,0.09230632582090385,0.20410601303142026,0.7298170267495814,0.6623807786857874,0.7937506612296327,0.1253729184406116,0.08313227308361776,0.17561075051486927,0.5510499230995185,0.5029459705136354,0.5977689670834838,0.44895007690048155,0.40223103291651624,0.49705402948636457,s6,2gp_km
0,0.7404204711364237,0.7306354003633929,0.7497039098679468,0.058136160539872056,0.0407466459940931,0.0757874066590565,0.11278412045751876,0.07429205626819065,0.16306804578784112,0.7287714798669862,0.6660656970909823,0.7848645872452081,0.156433170385674,0.11319857612836214,0.2056698230151501,0.5486493772845773,0.5045667806302603,0.590427623951305,0.45135062271542276,0.40957237604869495,0.49543321936973966,s7,2gp_km
14,0.7404204711364237,0.7306354003633929,0.7497039098679468,0.058136160539872056,0.0407466459940931,0.0757874066590565,0.11278412045751876,0.07429205626819065,0.16306804578784112,0.7287714798669862,0.6660656970909823,0.7848645872452081,0.156433170385674,0.11319857612836214,0.2056698230151501,0.5486493772845773,0.5045667806302603,0.590427623951305,0.45135062271542276,0.40957237604869495,0.49543321936973966,s7,2gp_km
30,0.7404204711364237,0.7306354003633929,0.7497039098679468,0.058136160539872056,0.0407466459940931,0.0757874066590565,0.1325256640014142,0.08604697635177541,0.19001819762730823,0.7109876207327188,0.6430759062983251,0.7764896172051432,0.15337430838141214,0.10774180455444052,0.21067589394784825,0.5354267697658249,0.48568092604961177,0.5828628648846813,0.46457323023417507,0.41713713511531864,0.5143190739503883,s7,2gp_km
60,0.7404204711364237,0.7306354003633929,0.7497039098679468,0.058136160539872056,0.0407466459940931,0.0757874066590565,0.11172353657459952,0.07046241274796994,0.16482335636814957,0.7373547630590055,0.666291351686615,0.7992808852480405,0.14806193732299294,0.10005703714582832,0.20895697151274253,0.5546705338637765,0.5040506624306018,0.5986735215102997,0.4453294661362235,0.40132647848970027,0.4959493375693982,s7,2gp_km
90,0.7404204711364237,0.7306354003633929,0.7497039098679468,0.058136160539872056,0.0407466459940931,0.0757874066590565,0.11172353657459952,0.07046241274796994,0.16482335636814957,0.7373547630590055,0.666291351686615,0.7992808852480405,0.14806193732299294,0.10005703714582832,0.20895697151274253,0.5546705338637765,0.5040506624306018,0.5986735215102997,0.4453294661362235,0.40132647848970027,0.4959493375693982,s7,2gp_km
0,0.7355439873286901,0.7264631940619678,0.7443158559754918,0.0642465482298067,0.04673182036454707,0.08159501088235042,0.12115962713880304,0.07793261174753159,0.1784218544903523,0.7159754607768867,0.6493764811474548,0.7777160927378636,0.16058995361008016,0.11406820177006818,0.21700702386766701,0.5363356243860662,0.48972209871435946,0.5797250886764641,0.46366437561393375,0.4202749113235359,0.5102779012856405,s8,2gp_km
14,0.7355439873286901,0.7264631940619678,0.7443158559754918,0.0642465482298067,0.04673182036454707,0.08159501088235042,0.12115962713880304,0.07793261174753159,0.1784218544903523,0.7159754607768867,0.6493764811474548,0.7777160927378636,0.16058995361008016,0.11406820177006818,0.21700702386766701,0.5363356243860662,0.48972209871435946,0.5797250886764641,0.46366437561393375,0.4202749113235359,0.5102779012856405,s8,2gp_km
30,0.7355439873286901,0.7264631940619678,0.7443158559754918,0.0642465482298067,0.04673182036454707,0.08159501088235042,0.13659127481487582,0.09083654720797969,0.19083590146607562,0.7035840778578524,0.6386058579817433,0.7674420685862783,0.15905051295815326,0.11587623833463065,0.20794434786276744,0.5277841115599774,0.48260796634110104,0.5732476940968502,0.4722158884400226,0.4267523059031498,0.5173920336588989,s8,2gp_km
60,0.7355439873286901,0.7264631940619678,0.7443158559754918,0.0642465482298067,0.04673182036454707,0.08159501088235042,0.13258165281767775,0.08855933630083175,0.18698342673807866,0.7340648176361629,0.6648962017002844,0.7968941980276049,0.1320329053085707,0.08717118307930571,0.1883565117069661,0.5484401357752915,0.4987796349206761,0.5931275606808334,0.4515598642247085,0.4068724393191666,0.5012203650793239,s8,2gp_km
90,0.7355439873286901,0.7264631940619678,0.7443158559754918,0.0642465482298067,0.04673182036454707,0.08159501088235042,0.13258165281767775,0.08855933630083175,0.18698342673807866,0.7340648176361629,0.6648962017002844,0.7968941980276049,0.1320329053085707,0.08717118307930571,0.1883565117069661,0.5484401357752915,0.4987796349206761,0.5931275606808334,0.4515598642247085,0.4068724393191666,0.5012203650793239,s8,2gp_km
0,0.7348310560948563,0.7259046440024391,0.7445533709437101,0.070515599563926,0.05389557256120991,0.08732591023458518,0.14252018983906356,0.09685674926826471,0.1990076008075128,0.6691131552216856,0.5995991292318668,0.7354261259900876,0.18568501766445789,0.13459040653462967,0.24571611107579672,0.5052798717388576,0.45662040866631515,0.5519583784677397,0.4947201282611424,0.44804162153226035,0.5433795913336849,s9,2gp_km
14,0.7348310560948563,0.7259046440024391,0.7445533709437101,0.070515599563926,0.05389557256120991,0.08732591023458518,0.14252018983906356,0.09685674926826471,0.1990076008075128,0.6691131552216856,0.5995991292318668,0.7354261259900876,0.18568501766445789,0.13459040653462967,0.24571611107579672,0.5052798717388576,0.45662040866631515,0.5519583784677397,0.4947201282611424,0.44804162153226035,0.5433795913336849,s9,2gp_km
30,0.7348310560948563,0.7259046440024391,0.7445533709437101,0.070515599563926,0.05389557256120991,0.08732591023458518,0.15046180716980806,0.10442293940754567,0.20840297218224035,0.6609909474842915,0.5930611372826874,0.726495275679137,0.1858353798526784,0.13527682027514018,0.24546014915658568,0.4986235301744284,0.4504720781454463,0.5452210754011401,0.5013764698255716,0.4547789245988598,0.5495279218545537,s9,2gp_km
60,0.7348310560948563,0.7259046440024391,0.7445533709437101,0.070515599563926,0.05389557256120991,0.08732591023458518,0.18010291459399091,0.12568502804649428,0.24679820577346298,0.6889119855968211,0.6163304638300869,0.7527068262377699,0.12897520367213472,0.08798361633297387,0.17736938670645402,0.5155280041521182,0.46337794382265396,0.5620287267150494,0.48447199584788175,0.43797127328495056,0.536622056177346,s9,2gp_km
90,0.7348310560948563,0.7259046440024391,0.7445533709437101,0.070515599563926,0.05389557256120991,0.08732591023458518,0.18010291459399091,0.12568502804649428,0.24679820577346298,0.6889119855968211,0.6163304638300869,0.7527068262377699,0.12897520367213472,0.08798361633297387,0.17736938670645402,0.5155280041521182,0.46337794382265396,0.5620287267150494,0.48447199584788175,0.43797127328495056,0.536622056177346,s9,2gp_km
