Age,QL00_M,QL00_L,QL00_U,QL15_M,QL15_L,QL15_U,QL35_M,QL35_L,QL35_U,Var
95,0.1794960908955993,0.1607251076657324,0.2001469627292905,0.17812658567836123,0.1596585978246349,0.19846782832744447,0.17631133876801441,0.1582590860990101,0.19629432432765434,s10
50,0.11280329876268695,0.10450456037804068,0.1214992608078888,0.11227631647170579,0.10404066965566039,0.12088216611976463,0.11158153434841667,0.1034287870618811,0.12006926111037193,s11
51,0.11400564204764482,0.10573763277890562,0.12261019625631298,0.11347341450774534,0.10526398595173314,0.12198353610461884,0.11275032792066172,0.10463930041694226,0.12115824641817079,s11
52,0.11523754540168352,0.1071389056609169,0.1236080848198158,0.11468066034351697,0.10666087406730143,0.12300012729054671,0.11394827607388473,0.10603034004595922,0.1221989928368699,s11
53,0.1164631566690512,0.10834670228506979,0.12481819089843937,0.1159059150795074,0.1078477087849978,0.12418886329354323,0.11516661443154516,0.10719007440712322,0.12332947481551534,s11
54,0.11763290401581616,0.10970341419404632,0.125982142794265,0.11705660101135354,0.1092029505856586,0.1253231839541466,0.11631010262855815,0.1085430113037999,0.12445494297024312,s11
55,0.11889088955928845,0.11101726800194105,0.1270618641407317,0.11829973611799344,0.11049329090986286,0.12641445418828667,0.11752238579104929,0.10980261598576438,0.12555234330272275,s11
56,0.12012621333734734,0.11237530999934772,0.12811639745300463,0.11950875026346491,0.11183779708045771,0.12745392844136635,0.11871495399719818,0.11112938324880266,0.12658149541063363,s11
57,0.12132840765101238,0.11374769365838322,0.12923039481599818,0.12070657409502628,0.11319488764901008,0.1285369996043378,0.11989810080390292,0.11246633602042475,0.1276235685005925,s11
58,0.12256193233825735,0.11512283008854014,0.130240675085089,0.12193597269543269,0.11455852061434142,0.12955450234332264,0.12110582690947366,0.11381492742318085,0.12865114529108476,s11
59,0.1238530888296957,0.11642139721732762,0.1313698587505448,0.12321320962304538,0.11582771375818744,0.13066778987850952,0.12235291713795039,0.11504572032455869,0.12974376151143482,s11
60,0.12514132340812306,0.11769295374255336,0.13268751882504876,0.12448260441887037,0.11710708931385748,0.1319711366600901,0.12361786291394469,0.11633533130290365,0.13102839543543032,s11
61,0.12642832390625314,0.1191060340514227,0.13402135109505336,0.12576282469490835,0.11849867846675918,0.13328970126246,0.12487647818301856,0.11769489570896013,0.132326996706745,s11
62,0.1277338944634277,0.12039984341510951,0.13536740037185918,0.12705458062939995,0.11978144118260949,0.1346205850686838,0.12615742159004284,0.11896705398307593,0.13363805850050392,s11
63,0.129019845917116,0.12156492576705824,0.13680896217687724,0.1283279727966295,0.12091993800438962,0.1360462780346647,0.12741134349286676,0.12007592977346535,0.13504291740714874,s11
64,0.1303367326430159,0.12296171402962994,0.13810447311262936,0.12961188563613307,0.12230887730712438,0.13732623700435542,0.1286720543159024,0.12144940945572051,0.1363026556880163,s11
65,0.13167028424764343,0.12417446536952954,0.13949656913210257,0.13094313983244338,0.1235098966309723,0.1386972962773818,0.1299732105725217,0.12263519901592107,0.13765295276454814,s11
66,0.13296099644541082,0.12558613847310707,0.14106113988966223,0.13221467665734774,0.12488912678564479,0.1402612796784149,0.13123225954092405,0.12397206607791132,0.13920439804847848,s11
67,0.13429591593925788,0.1268492234509248,0.1425867672952405,0.1335358551001754,0.12616054509521726,0.14174380020972252,0.13254062842517478,0.12525418705863162,0.1406354737872196,s11
68,0.135717279554804,0.12824230518495228,0.1441060535902804,0.13494678921334163,0.12753220215009103,0.14327895979671637,0.13392553944153557,0.12659797723562935,0.1421912218503745,s11
69,0.1370845853066773,0.12949432595232,0.14573270244573314,0.13629305474014208,0.1287739510415914,0.14484442418893775,0.13524594121325634,0.12782675183693826,0.1436730959394607,s11
70,0.13850351006291084,0.13085305330467314,0.1471553188251849,0.13770038366043946,0.1301407718409015,0.1462536510224262,0.13664195043159516,0.12919793594444673,0.14509010691859778,s11
71,0.13991345538093417,0.1320080277491936,0.1487761485196673,0.13908801293670164,0.13125733498139894,0.14785267882827607,0.1380028448643168,0.13026323590891636,0.14663958526776888,s11
72,0.14139102350273233,0.1332459138526114,0.15044720845166185,0.14055155925595436,0.1324834646505391,0.14951751423813536,0.13947426201489835,0.1314727869702074,0.1483016476934002,s11
73,0.14285672627516083,0.1346267482908192,0.15231353464306005,0.14201416312712775,0.1338402848925974,0.1513698392029755,0.14090029993702338,0.13279985856390453,0.15011428654552664,s11
74,0.1443057429214069,0.13594122097356112,0.15409899542843938,0.14342040114981275,0.1351460083383983,0.15313401338842877,0.14227746482761244,0.13410062558445096,0.1518669803893682,s11
75,0.14573816050076788,0.13689328055633343,0.15590652576839512,0.1448380402805754,0.13609375230663112,0.15493583215960283,0.14366332944579974,0.13502703238868827,0.1536602929349198,s11
76,0.14726038580344797,0.13779123855075312,0.1576710104954006,0.14634880079241763,0.13695006110572477,0.15667764726231256,0.14516353366821325,0.13588326541946522,0.15537294156717749,s11
77,0.14881105682974144,0.13901453249598075,0.15950420358931316,0.14789123009193145,0.1381616931320039,0.15847997990262952,0.1466680637670898,0.13704115671845074,0.157135189920197,s11
78,0.15038406075441865,0.14005882711229686,0.1614034023933053,0.14944685328648444,0.13924861094358731,0.16031959085026523,0.14818674736348736,0.13818408810930075,0.15889741409626507,s11
79,0.1519942253088501,0.14138200833369388,0.16350809151587942,0.1510245028666442,0.1405116914655371,0.16238298114298944,0.14974432574621388,0.13936833665955517,0.16088344771770716,s11
80,0.15360548513867664,0.142425108610221,0.16554148325585147,0.1526098281695885,0.14154525838495408,0.1644143910079646,0.15131283720017769,0.14039022037762075,0.16293581378946323,s11
81,0.15522963917386667,0.14374129037501127,0.16744300954058158,0.15420269372275938,0.14284578003297183,0.1662895020992262,0.1528532272179663,0.14168087135961724,0.16477655325918433,s11
82,0.15682977512422214,0.1451984173918916,0.16965066466799575,0.15579163188274048,0.14427084960232128,0.1684619093469217,0.15443193161866708,0.14305280121727726,0.1669033966341878,s11
83,0.15851615271907132,0.14640850342206715,0.1715750991599699,0.15746712495563786,0.14547834157749662,0.17035091959525947,0.15607946335650513,0.1442567411836871,0.1687551529810656,s11
84,0.16018861860500916,0.1476297428111423,0.17377178956800626,0.15910784702599026,0.14669182411191128,0.17251079289440766,0.157688322491649,0.14546002098888106,0.17085824357005472,s11
85,0.1618573182669514,0.14886956548776625,0.17607731999676035,0.16074501449469608,0.1479197266328475,0.17482642783661692,0.15928814659207435,0.1466723434028298,0.17318546410907668,s11
86,0.16353733499353024,0.1500013558832589,0.1781367895130385,0.1624045543265642,0.1490376317560822,0.17685591377768162,0.16092822441426896,0.14777214191227908,0.17517723271519275,s11
87,0.16522875214686136,0.1511389350241805,0.1803014633088505,0.16408714504907593,0.15014916876956994,0.17894800982375555,0.1625821606955562,0.1488750898435879,0.1771905426902903,s11
88,0.16688351879870866,0.15228110664189873,0.1825814044067685,0.16571276763438755,0.1512877594988029,0.18119266443791782,0.16417687221403782,0.14998367358872702,0.17937430561673107,s11
89,0.16867219709854775,0.15343882233808195,0.18505767444821658,0.16746636190353476,0.15242882441046285,0.18362451881483052,0.16588619995943493,0.1511030584447564,0.18174803105156376,s11
90,0.1705167271982887,0.15460365467828197,0.18744313692082257,0.16930744327312724,0.15355897482256484,0.18602228227040057,0.16768526951362325,0.15217202935569094,0.18413216923533302,s11
91,0.17233778623417467,0.155775434653195,0.18978715382213235,0.17107117240159686,0.154734994862004,0.18832951610185245,0.16942110028082766,0.153336573235304,0.1863938814214261,s11
92,0.17412587195455115,0.1569579713029794,0.19213549865637045,0.1728351249077926,0.15589975597837918,0.1906043094550193,0.171182096159618,0.15451316536272008,0.18860123281958652,s11
93,0.17600831824441135,0.15814818150947563,0.1944554274449254,0.1747084857116662,0.15707582753982194,0.19291769892554778,0.17297469314753353,0.15566907618644585,0.1909054914177306,s11
94,0.1778405356976608,0.1593885113631801,0.19699737637900167,0.1765054000472246,0.15829429209459484,0.1954022143412669,0.17475319729196676,0.15687768504828098,0.19325054882046117,s11
95,0.17969451036098874,0.1606612682875072,0.19948710515757342,0.17831932385836693,0.1595744106542871,0.19785546802731652,0.17651979107113125,0.15814894956890269,0.19574590291239063,s11
50,0.12256793327232515,0.11355169019117783,0.13184767058569494,0.121957973317326,0.1130046386562853,0.13113493716778526,0.12114747782524339,0.11232918879813882,0.1302348497526597,s12
51,0.12355435123432201,0.11474448195937335,0.13264601036636905,0.12292191092455346,0.11419216204399928,0.13195641260477317,0.12211043646537403,0.11346430340547167,0.13104836902915454,s12
52,0.12452043428014223,0.11573540825601117,0.133406132283785,0.1238875872617163,0.11517320178874746,0.13271124330645545,0.1230741608430256,0.11444242864341045,0.13178307762061195,s12
53,0.12553976072883788,0.11685042730510331,0.13415195150063583,0.12490597842052378,0.11630308516956428,0.1334278754010558,0.12407132109095359,0.11558155462178844,0.1324749430140512,s12
