Age,rate_A,rate_M,rate_L,rate_U,dur_A,dur_M,dur_L,dur_U,QL00_A,QL00_M,QL00_L,QL00_U,QL15_A,QL15_M,QL15_L,QL15_U,QL35_A,QL35_M,QL35_L,QL35_U
50,4.07252771267995,4.078929901989609,3.5914868938670192,4.539853563739812,0.2464505117038567,0.24516234099205142,0.22027142255875973,0.27843621172413613,0.056840586482512355,0.056861285626127946,0.0438787577521441,0.06934723541433678,0.05665826892026967,0.056668464145125455,0.043740500092008146,0.06911113528902617,0.056417236288792354,0.056430722354852636,0.04355762172490355,0.06879929668554349
51,4.011883454889316,4.018578574262951,3.5488338809699487,4.4567231108693095,0.2501146494704369,0.24884420735454427,0.22438010617622858,0.2817827092357735,0.057993306358154764,0.058303640760202405,0.04475434709011815,0.06962133582503381,0.05780491529929969,0.058117640433763273,0.04460525163124844,0.0693821434146663,0.05755588665061212,0.05787179786140348,0.044408106204039115,0.06906611809220392
52,3.952181636439855,3.9538513653221856,3.5083686318831178,4.373956409036447,0.2538358323703312,0.2529179684090588,0.2286259640094818,0.2850327668332036,0.05863399071096077,0.058706502029384225,0.0454804305856536,0.07111668406741072,0.05844020877396438,0.05850720546053622,0.04533992421837143,0.07086935920747756,0.058184086283560366,0.05824391330367651,0.045154111067220656,0.07054258069422296
53,3.893407077051309,3.892874368440542,3.468407694814731,4.294714447092165,0.25761498328500365,0.2568795978023847,0.23284436355764582,0.2883167404336801,0.05928498990220624,0.059507039060785416,0.04579517824365727,0.07168002671495391,0.059085776271798625,0.05930508712164805,0.0456274709927826,0.07141663950873478,0.058822509272230844,0.059049899961734015,0.045405901446608145,0.07106869031835045
54,3.835544848627809,3.8354096797087447,3.4309042446453017,4.225346413132502,0.261453040526273,0.2607283404291669,0.236666989791045,0.29146835287996825,0.059752669286830665,0.05997817975705182,0.04612505670156185,0.07172618030492052,0.05954805174271579,0.059767099665679495,0.045945443275298474,0.07147592396328446,0.05927767973022432,0.05949268447598402,0.045708134787074146,0.07114472671540933
55,3.77858027095329,3.7794594338958087,3.389677207220836,4.146752248548587,0.26535095810184745,0.2645881028243396,0.2411526533129519,0.29501334736815826,0.060648812533503266,0.060845892624446674,0.04691472876167418,0.07300978445197087,0.06043833426182861,0.060643980673635536,0.0467422062996989,0.07274283282406474,0.060160253065741846,0.06039035758689047,0.046514555270668057,0.07240406513240462
56,3.722498907462175,3.7236265324327915,3.3520296512255614,4.081198972496555,0.2693097059855469,0.2685553993406755,0.24502608675016432,0.29832671726469134,0.06142374358593414,0.06186304228312642,0.04845427106650402,0.07404245679294688,0.06120739070192086,0.061649084867009436,0.04829618311612795,0.07376536033290343,0.06092158703503434,0.06135917674425255,0.04808768255097956,0.07340071035399327
57,3.6672865610839795,3.6669554926119714,3.309136394538611,4.020482873013894,0.2733302703922979,0.2727057917171114,0.24872634358494672,0.30219364969910784,0.062060393961664836,0.06231766930726582,0.04814989654429657,0.07428083745903157,0.06183811901699915,0.0620916708403491,0.04796496951534027,0.07400412825815958,0.061544533610222836,0.06178851279582321,0.047720828631146,0.07363889310492731
58,3.612929270160523,3.6133537601060794,3.2740822289979805,3.9600526674310363,0.27741365405798746,0.2767512133233948,0.2525218941819137,0.30542910419380487,0.06281646482130253,0.06281862584280712,0.04974732107000439,0.07533420339029395,0.0625879988969843,0.06260165948716587,0.0495701790576197,0.07504414539176775,0.06228628458708809,0.06232338073077808,0.04933621410656705,0.07466128613566181
59,3.5594133044344476,3.5583938083964948,3.236553654136127,3.8932805581743977,0.2815608765242631,0.28102567005113355,0.25685279835526514,0.3089706421175472,0.06352597240209513,0.06365776262257686,0.04982075336624588,0.07650355541808036,0.06329092581023138,0.06340836576794172,0.04966128802838703,0.07620231606929627,0.0629805649820658,0.0630820591295694,0.04945056759129045,0.0758047637951198
60,3.50672516110777,3.5083459233540655,3.190557824350602,3.831384693163163,0.2857729744283697,0.28503461671948094,0.26100224333642846,0.3134248254574891,0.06418319579194731,0.06440489009477651,0.05035455237001368,0.07665008954779569,0.06394185360283632,0.0641742320603243,0.0501559086213684,0.07634036731395341,0.06362322429566494,0.06386996394479384,0.049893563497775524,0.0759318000074226
61,3.4548515609692196,3.455223218932459,3.155564060500573,3.768606322595928,0.2900510017981128,0.28941690563558586,0.26535008286989314,0.3169005882250758,0.06490522781039922,0.06505972359129644,0.05116085028762381,0.07803624245015081,0.0646573217931349,0.06481708481344031,0.050966662694733586,0.07772500800324121,0.0643300732992293,0.06449816742210615,0.050710292199928286,0.07729850665596794
62,3.403779444589136,3.4006834019157854,3.1155345528646823,3.720183035564846,0.2943960303520423,0.2940585424468739,0.2688039977991563,0.320972208639897,0.06549072942065251,0.06572032714877087,0.0514963688112242,0.07957098771889207,0.06523660990888971,0.06547603467575819,0.05127510920521404,0.07925260171710082,0.06490121526483199,0.06514618912098555,0.051038323697462064,0.07883239371471357
63,3.353495968580717,3.3466273878093054,3.0721346181532714,3.6621298158714652,0.2988091498049509,0.2988082879043231,0.27306536072961907,0.32550659427086054,0.06620518694165604,0.0663746187987447,0.05121296809785625,0.0801143983277888,0.06594375432013203,0.066118749271202,0.05099621395885234,0.07978061838567525,0.06559875774499567,0.06578472493271739,0.05072172563764374,0.07935118167990254
64,3.3039885019264417,3.298610962817272,3.0245993518215184,3.6228084375452188,0.3032914681787824,0.3031579084555307,0.27602901430361354,0.3306223033336934,0.06700939594917578,0.06729450000065353,0.05170130583942541,0.08078718813943137,0.06674084057448589,0.06702461740112405,0.05150105317046526,0.08045273891710046,0.06638649860534519,0.06668727247038334,0.051236493249444494,0.08001162276296764
65,3.2552446223684988,3.2483694654182997,2.981375596883766,3.5773656451006572,0.3078441121190498,0.30784675597083044,0.27953530866207754,0.3354156387878042,0.06743216203061539,0.06751102309149509,0.052234977880239467,0.08166238449260278,0.06715722730561281,0.06723280495763115,0.05199743737663043,0.0813207518761413,0.06679452815500246,0.06686217176851952,0.05168443640958258,0.08085979247593784
66,3.20725211286209,3.200650444210635,2.9391165329296767,3.5337807215113806,0.31246822721686135,0.3124364931501442,0.2829830368120807,0.3402383037439237,0.06823879610593478,0.06840786942310487,0.0530358361075018,0.08290447022037556,0.06795640995399077,0.06811923963898121,0.052820078013249214,0.08255420410251563,0.06758394047738109,0.06774758289449427,0.05254950545748711,0.08209220747823581
67,3.1599989580904784,3.1549768143008654,2.891315352723904,3.4815645185451114,0.31716497833665724,0.3169595413661936,0.28722724187780735,0.3458633481610248,0.06896770839659143,0.06900697501364078,0.05377226924476932,0.08241606980172786,0.06867773873418355,0.06871130891390113,0.053517766810124545,0.08204961706783506,0.0682953304589561,0.06835414816353338,0.05318243345872126,0.08156647247806563
