r0,ba1,lp__
2.312420520947472,0.0074587660536671796,-80.79570683505483
3.5371947180100802,-3.9860701242903484e-4,-79.29503595120461
4.8567017515868205,-0.0093845599351789,-79.86381108630052
4.813275968906578,-0.007000880928027286,-79.31692863231964
3.4075299149742757,-0.002402969802299562,-79.62723644919096
3.416029634105227,-0.003268405512104485,-79.86194088516393
2.8384056412741594,0.006696725925954035,-80.87225356212079
5.609173041893032,-0.013543742211556159,-80.91091411796602
2.464911112784289,0.006845688247224363,-80.58983677881855
4.343967086557183,-0.004104835050328601,-79.15940788732264
3.3420082337828054,-0.008902390524429257,-83.4743551894581
5.764455059961515,-0.01529492431229639,-81.70041986735743
6.188210212157793,-0.009803908974227983,-79.9641062520152
7.771370547898897,-0.01731685060128376,-81.7892651020075
3.3026511705726587,-0.0010914672631633503,-79.5251155759151
3.55777496539693,-0.005711829486196905,-80.53276482724353
4.561329780411216,-0.004723566893254199,-79.1931979655239
2.724410932933425,0.002406887947541538,-80.02599356094866
3.058445654000695,0.003304407073209201,-79.79398306739382
3.234058460436172,0.0018584505251696833,-79.54885770350374
4.451214368365941,-0.004140459708829818,-79.18325790391668
4.395508028463792,-0.002453888283357567,-79.39445960236334
2.5017981286995457,0.004848570859564746,-80.30284459181891
4.7201941247145465,-9.373023653908107e-4,-80.61984696737485
4.56854566510348,-0.008703895481361988,-79.9221847982362
3.749173555962253,-0.0044842515467308506,-79.6284446944646
6.481343886275694,-0.009970939559259108,-80.22798749532502
3.4644965999050337,-0.005744060777625291,-80.81978940218418
6.846061707304209,-0.009603139538627115,-80.77792586592119
6.327526579158629,-0.011994799395443224,-80.16550915607279
3.8102661250215606,-0.0019170763499131375,-79.1950961736272
3.840562749936636,0.003681383637193664,-81.50530163407615
5.133356590375593,-0.007907895947082683,-79.40922290145592
4.495944011880231,-2.832930398666408e-4,-80.48098272530072
4.259473285112722,-2.0582511118720503e-4,-80.01261302901436
3.7026634301720613,-3.4428978666798836e-4,-79.3140401696266
6.190387972527227,-0.006168253789794641,-80.96093021085473
4.610950787146266,-0.006497526829942051,-79.29578643011584
4.090845353573734,6.457859748635665e-4,-80.10924304839777
4.34008602377584,-0.007478405069106286,-79.75816446296889
3.731370112313205,-0.0028631190947391322,-79.29588867673198
5.278209677893089,-0.0013677681159822326,-81.88081329748171
3.8552887264624482,-5.1689869901523806e-5,-79.4791929620846
4.603377330566859,-0.009042401420379615,-80.01183413816042
3.4119298606792383,0.0013854217685718533,-79.5079164453729
4.096809100793893,-0.004155174576992704,-79.20516586697974
3.856655083673632,5.832969550392283e-4,-79.68562961356865
6.835560249043489,-0.0072466656823053695,-81.79858990505134
7.391197258687762,-0.011743286345693467,-81.06109599431747
3.242469092681632,-0.004946441440602336,-81.11426672336374
5.190726632905105,-0.009474185957939167,-79.67580564413342
3.249641316856528,5.5950150692249834e-5,-79.46164948730275
5.842359644585221,-0.004045874485859422,-81.42559064850863
3.50668956427734,-0.004301164610229018,-80.03427624950253
3.6326297795321802,-5.196963416268009e-4,-79.27890008081279
3.685202003303941,0.0015995044690731261,-79.83744115463065
3.762140057228304,-0.0030737698109804044,-79.29797360840605
4.130139322751718,-0.003756485591475633,-79.16261013470773
4.630496512197925,-0.009231467170446345,-80.05409080670215
3.6210551734247702,5.773581957336815e-4,-79.44674535901946
3.9608733619679355,-0.0026090396291139793,-79.16721900321738
4.126593997598308,-0.0017893309806554744,-79.30140886272862
3.6606201069438975,-8.810569099514713e-4,-79.25152425378452
3.7400004973185625,-0.002599283372506435,-79.25750352799777
3.714509707938642,-0.0032147351314904243,-79.36875794604127
4.526247402679798,-0.0032007894944646605,-79.35389290555773
4.465697052574587,0.0011982367009951871,-81.46491197398447
3.2349180519711216,0.005361451208647729,-80.95872901905044
3.55578896848455,-0.002651729054339584,-79.45527155281896
4.419516325171826,-0.008802769934276871,-80.17257209118789
3.442628922612466,1.7769648098944356e-5,-79.3387847993151
6.975450902205987,-0.013588064241576724,-80.65688716276168
4.6087000984538875,6.612747490551685e-4,-81.47341832693814
3.4731606182499615,0.00306866529398378,-80.1513438761583
4.757539192818402,-0.003699252790301802,-79.48119229913215
3.610985667401395,-0.005272384060059842,-80.19198828724086
5.222137883827152,-0.001926577595527414,-81.26710289267311
4.298043121768049,-0.0021218021586692,-79.37694103976752
4.372054714070303,-0.004475227956082023,-79.16321599988218
4.813275968906578,-0.007000880928027286,-79.31692863231964
3.7548244762328022,-0.003463669738069444,-79.37054522505368
4.1513171589320725,-0.0102647608044417,-81.55268521735107
4.14234882161036,-7.36864510275883e-4,-79.60046742759401
4.869027149838392,-0.006478859991991431,-79.27405768955389
6.551566009836498,-0.006938810242655215,-81.3308788246286
3.6668320450238605,-0.0018733610895497752,-79.2482029771904
5.218319990236635,-0.009496699670718377,-79.67119905050687
5.759518467337645,-0.00423777256901136,-81.08894581026227
3.4521452034618845,-6.77767011657562e-4,-79.3289318795245
4.308842650525607,-8.949944822931048e-4,-79.78983727816605
3.747345307405952,-0.0016823185400429831,-79.21062179255993
2.913618564981306,0.00739893726261524,-81.50690135241035
7.231360332034077,-0.019093948782045657,-82.67514794253646
4.632534194142205,-0.0016367249044059325,-80.03898731168073
4.774152491875816,-0.002965791695097711,-79.72702877018303
4.517571060970999,-8.834894299563113e-4,-80.18737704724242
4.675166146281114,-0.004787670937938335,-79.23629776888056
4.560029935664398,-0.0039738414035843045,-79.25186941496645
2.985621578998534,6.409636385932118e-5,-79.87118939350935
2.9845162570569603,-0.001835968197949511,-80.471000929595
4.695068249250369,-0.0051625672356579635,-79.2236545430938
3.2830007242833252,-0.004083374066016918,-80.53248235247275
4.577311940138148,-0.0021651084823497667,-79.71777427122429
2.859658187002486,5.697765297120374e-5,-80.18235997293904
2.1283539634124145,4.624435871373343e-4,-83.61100593940401
4.948178145580921,-0.004881017541903565,-79.4261797264701
6.790772147861781,-0.012338399407069173,-80.4259374241978
4.342251088109617,-0.0078016932450990645,-79.87367352391442
3.541122398370762,-7.433568667278515e-4,-79.28343774789968
4.89349430860376,-0.0027115538202835796,-80.03301500037882
4.321830067478658,-0.006828131759525992,-79.56945199797796
2.481656753937295,0.003430850958439027,-80.46285017934099
3.694680009744182,-0.0017426984422029223,-79.22870145927752
2.9813131462447124,4.8675265733557e-4,-79.79825231322262
4.817488923477909,-0.008073057457187506,-79.5079818644705
2.921517895646532,-8.911502873086571e-4,-80.30752172139795
3.3958518088129264,-0.004716002631819552,-80.50061570584792
5.323690517414094,-0.005114619841040124,-79.82605946969309
5.474899527210529,-0.01461708723561933,-81.67321820026471
3.4481566746052117,0.0024699676834976625,-79.8544341366163
5.063948743326385,-0.010450658681390806,-80.06561703985582
4.880822941484472,-0.004640274179344288,-79.40586453944007
5.050897427141593,-0.009295720802363718,-79.69423296551945
8.823666951699813,-0.018434652606694274,-82.54145805422998
3.7104973459705515,-0.0014096994283161915,-79.22297149135758
5.138535512209638,-0.012931009978756753,-81.16579177911169
3.1500913454212287,5.543787533264468e-4,-79.53612649970762
3.51664693177009,-1.8217670970127392e-4,-79.31120268735397
2.782536208134529,7.196714836025728e-4,-80.21236820091906
4.209099523950152,-0.007569868012764303,-79.98235545894059
3.4117583655718797,-0.0018108870786964818,-79.49313802819583
3.0642449508400165,0.0031211091342688924,-79.75561635271673
3.6108330343929897,-0.002770141590327937,-79.40759811248769
6.524023770262135,-0.013136473000660641,-80.42414374960306
4.325673785069999,-0.0014443455744168044,-79.60687971505436
2.6567555305744017,0.001455611221705283,-80.38230494616131
4.335262897234928,-0.004718121037792151,-79.17631061440106
3.045853775420678,-0.009681599802780595,-85.79487582928155
4.686565487231576,-0.0033206378747570224,-79.49636703102132
2.5258597493590713,0.0018727061010558516,-80.69659896076304
4.871023529601059,-0.0011312126648002764,-80.877637787832
2.8853234854269294,0.007042792883516107,-81.18350491582895
3.9444964289844036,-0.003842578756148258,-79.259205477512
4.350889017014807,-0.009314328395651106,-80.53762705889889
3.5339057270858167,2.60154728267065e-5,-79.32754438131649
1.6916059042134546,0.011716818795496613,-82.5037679677522
