bg,Model
0.006863025600685904,C1
-0.02083160080476846,C1
-0.0055334763200774306,C1
0.0035558677158118134,C1
0.019761442329975957,C1
0.019792507927334394,C1
0.02365711822784499,C1
-0.00814044173311234,C1
-0.02108789446537016,C1
-2.3567736865295723e-4,C1
0.024757687435650926,C1
-0.004707780681633302,C1
0.008249233116833144,C1
0.03629051083362729,C1
0.03827340975231265,C1
0.0012514796593491302,C1
-0.001676808822256069,C1
-0.00749542983990402,C1
-0.012486891540600646,C1
0.016955180195098136,C1
0.011144331088544386,C1
-0.003293032189779787,C1
-0.01021151410539563,C1
0.011312658040416083,C1
0.004772054520495442,C1
0.016401258191309658,C1
0.008482737031853097,C1
-0.01839043971774003,C1
0.03557501670557254,C1
0.0066079546817409225,C1
-0.015960997719514786,C1
0.02824521292329886,C1
0.026489042574184062,C1
0.041894085873831775,C1
0.0105940322735859,C1
0.026059542634862924,C1
0.017820444539485183,C1
-0.020609793178375628,C1
0.012562694647556777,C1
0.015554184359717806,C1
0.0066175201609330265,C1
0.006998828741867694,C1
0.01719696544440729,C1
0.02417795365681051,C1
0.009011047200047776,C1
0.0024080188119487336,C1
-0.014104525132859803,C1
-0.0037638995013122506,C1
-0.008394041981462652,C1
0.02917711359689278,C1
0.009370172967583235,C1
-0.0018374162438022168,C1
-0.007838881204372001,C1
-0.0075360926946457605,C1
0.041809386435695754,C1
0.011327355054029733,C1
-0.009328908243027411,C1
0.022626468589563947,C1
-0.007877088423437867,C1
0.024189321075278675,C1
-7.859365735242016e-4,C1
0.008643747465503454,C1
0.0027711777311333246,C1
0.008380223279999112,C1
0.027763715469504145,C1
0.01821641113097244,C1
0.022416168698439508,C1
0.005136899893507428,C1
-0.009511202619458932,C1
0.005973626100581866,C1
0.009066876280602702,C1
0.0064290408189360505,C1
-0.013085355699684277,C1
-0.005192395462420188,C1
-0.004715193405944349,C1
0.013698785827135074,C1
0.015036999595389993,C1
0.00979128934384179,C1
-0.025725438509683684,C1
0.038931628968697875,C1
-0.020430138891711302,C1
0.018233739421745818,C1
0.017483121833371737,C1
0.003773870290958125,C1
-0.0026925315611394237,C1
0.02458392879545128,C1
0.033199537496373256,C1
0.01718137786026059,C1
0.012297392078290338,C1
0.009296434906514547,C1
0.00502714630807061,C1
-0.005636569858821639,C1
-0.005382701649677502,C1
0.0034871673505761096,C1
0.0015123473627141268,C1
0.006436018769747125,C1
0.01370834772171042,C1
0.020038553559559517,C1
0.021824977866952783,C1
-0.007074003093758687,C1
0.03158230110298196,C1
5.286864227468915e-4,C1
0.01104044922593888,C1
0.010580345513471152,C1
0.009382749670012437,C1
-0.005943958431434353,C1
-3.267271746331332e-4,C1
0.012646329108183134,C1
0.004121835713729041,C1
0.03405953273395322,C1
0.03829898899684617,C1
0.009882704182932585,C1
0.0215655943801814,C1
0.009642053517737677,C1
-0.013397686761661509,C1
0.013496718556544164,C1
-0.033845511129088145,C1
0.022908926707256166,C1
0.010998818813935069,C1
0.05317310935737124,C1
0.02888897679069638,C1
5.21496147434764e-4,C1
0.006557040641546681,C1
0.0069911837224661474,C1
0.04366228692609736,C1
0.015594232013354853,C1
-0.01972117686625121,C1
0.028183341604572653,C1
0.02270610731818734,C1
0.04606741574113474,C1
0.005075868256823696,C1
0.0036006929192381066,C1
0.0169890639256119,C1
0.015317839809123959,C1
0.002410000556125235,C1
0.02557997877813174,C1
-0.0022359167111749142,C1
0.0127415413737666,C1
0.00481610961125367,C1
0.01886063508114677,C1
0.02916066667830731,C1
-0.00898347129861117,C1
0.02100716993638367,C1
0.00817090529171902,C1
0.021041011231653334,C1
0.01593679422773922,C1
-0.008702826755251612,C1
0.011038085780722046,C1
-0.002804304621886706,C1
0.02449771158764193,C1
0.009101407518557847,C1
0.008701968519620702,C1
0.026063854857484657,C1
-0.028127808595081797,C1
0.0059223335075962785,C1
0.021704582332678954,C1
-0.00447445439877203,C1
-0.011099951041489461,C1
-0.010504368353464502,C1
-0.02089807288845363,C1
-0.009162582822773917,C1
-0.020938823394554305,C1
0.03225827461552305,C1
0.020353280939993595,C1
0.025052885211162987,C1
-0.021481453594855357,C1
0.029870871361241783,C1
0.015644450399217028,C1
-0.0030400061587676805,C1
-0.004753131329626112,C1
0.01650883673689609,C1
0.008539109936412069,C1
0.00802948055715828,C1
0.028865418104151604,C1
0.02305699812567081,C1
0.004084463506327378,C1
-0.025635441806447376,C1
-0.0033881430773340304,C1
-0.016755439592214885,C1
-0.021833259942580757,C1
0.02385733087364853,C1
0.021192374119615665,C1
0.008854783906143106,C1
0.0014849755699915526,C1
0.0166195221036541,C1
0.013786917047874974,C1
0.01391841520071168,C1
0.011813900556661006,C1
0.029603810892099965,C1
0.0013594484743107236,C1
0.003295075045980919,C1
0.01280056201349104,C1
0.001439768874766656,C1
0.01773551110393612,C1
0.012562756728464304,C1
0.04105004306475243,C1
0.001289467488119189,C1
0.04625089708921529,C1
0.006547163510855871,C1
0.02335665441595454,C1
-0.03671345915978063,C1
0.001652941773853207,C1
-0.01785242864280393,C1
-0.004314734333055836,C1
0.03435870008231886,C1
0.020324743124126333,C1
-0.0014118264098852817,C1
0.029546133057316765,C1
0.004839916447644957,C1
0.007143905839720032,C1
0.0098402456694195,C1
0.0037650892667296185,C1
0.02279146147701897,C1
0.016191145536200824,C1
-0.0037781127914797,C1
-0.017132206474172337,C1
0.010930449198671411,C1
0.013829936553615781,C1
0.009583854590677305,C1
0.0013720870888391731,C1
0.0238760430821655,C1
0.008984185421296144,C1
-0.009020173348608261,C1
0.007461339183563765,C1
0.04306787918281717,C1
-0.008878341468417109,C1
0.015185918852792916,C1
-0.0031530725893685677,C1
0.019613078268444537,C1
-0.002388113635146864,C1
0.010736533243944192,C1
0.01566580018397323,C1
0.005142487043675228,C1
0.021652159630074823,C1
0.014358321956313558,C1
0.030237372415271076,C1
-0.01933408649141948,C1
0.03783249757409901,C1
-0.03574315936238136,C1
-0.01383740191911262,C1
-0.00877489826095842,C1
0.0061465966252243634,C1
-0.009120226401557564,C1
0.0036814099803519486,C1
-0.003922311531310437,C1
0.0218014505602041,C1
-0.005351195224652298,C1
-0.0011430208797979478,C1
0.001996923276981071,C1
0.0061539800430081715,C1
-0.028101812070403298,C1
0.024152013085205506,C1
-0.0036709357741109092,C1
-6.25165002724133e-4,C1
-0.028099426576268065,C1
-0.001890771183265869,C1
0.012638614889574521,C1
0.018901964840919487,C1
0.010810850321140115,C1
-0.008793628235538429,C1
