bg,Model
-0.01884141026708616,C1
0.03784885413558911,C1
0.014438313326042892,C1
0.0321500643499843,C1
-0.012112855386776108,C1
-0.03763110791229379,C1
0.02217018022570041,C1
-0.07928022766523761,C1
0.029966594550754958,C1
0.06871327441407181,C1
-0.03618897319803119,C1
-0.018210093607981828,C1
-0.06810569298772028,C1
-0.07421312882972901,C1
0.0017032913976061381,C1
-0.024505008449007118,C1
-0.06519396388505179,C1
-0.03005935671989627,C1
0.03643438330452189,C1
-0.1018269025396575,C1
0.007114921607505178,C1
0.017151848109001826,C1
-0.0986161115130693,C1
-0.050684661511566906,C1
0.009949184031226833,C1
0.00874387060876703,C1
-0.018109565728360193,C1
-0.07951546054853541,C1
0.027000713373275517,C1
-0.08808585680897042,C1
0.12746870360213955,C1
-0.029870672347985773,C1
0.06241043875146952,C1
-0.09490964661237791,C1
0.005512703757514361,C1
0.09940519130426712,C1
0.00907748810649169,C1
0.032868404622043754,C1
-0.02558942952014052,C1
-0.029849775805407028,C1
0.008062656394036354,C1
0.11570027071066846,C1
0.004331587708894087,C1
-0.03218111145342043,C1
0.0362956756760088,C1
0.0014333667663514842,C1
-0.017875260146735433,C1
0.03405918061828193,C1
0.0683056930956884,C1
-0.024131225056963773,C1
0.005366118129657864,C1
-0.10593018280792818,C1
-0.031158440361294247,C1
-0.004657921899896849,C1
-0.09768295207895462,C1
-0.0090951075610640909,C1
0.02139483347141853,C1
9.84061101921098e-4,C1
-0.04933247242814185,C1
0.009389828681140182,C1
0.027223300991610307,C1
0.031293197820119294,C1
-0.16585299593293534,C1
0.03116590778597199,C1
-0.036239474801198455,C1
-0.10438985357951443,C1
0.03112176803986229,C1
-0.012783711680367797,C1
-0.007180111928886443,C1
-0.05260898790063194,C1
-0.07747336629179047,C1
0.04694304251730735,C1
-0.03464663505488384,C1
-0.01603380831557595,C1
-0.056046092153982485,C1
-0.026737034888430114,C1
0.0020336422350551997,C1
-0.10058049018348794,C1
0.020626713930266175,C1
0.03364108902953209,C1
0.07089040832298794,C1
0.006877407878228176,C1
-0.13974556168232968,C1
0.09339004661073921,C1
0.09629019916497328,C1
0.05908928992201208,C1
-0.05934736595942094,C1
-0.12481147356548901,C1
0.04284816534029863,C1
-0.0013891722947910884,C1
-0.06845478443231241,C1
-0.01896223709092005,C1
0.035700957046451966,C1
0.031100806547194864,C1
0.03666649852586641,C1
0.08632059825515426,C1
0.0017400593222841633,C1
0.038901205980798353,C1
-0.06958098447759921,C1
-0.02561787570150391,C1
-0.033661181549922245,C1
-0.010472482751832551,C1
0.00496847278679545,C1
0.04835175013865224,C1
-0.13261525419745124,C1
0.04037436635837193,C1
0.03684054646688513,C1
-0.13867508318804594,C1
-0.08484334750466181,C1
0.07978099507674571,C1
-0.1384936565275911,C1
0.027326207310785503,C1
0.03893646802320742,C1
0.03673708501704303,C1
-0.04252370382539723,C1
0.04622795511251059,C1
-0.004757838539049469,C1
-0.03357990028387431,C1
-0.0831169490624906,C1
-0.013398933970588629,C1
-0.09329472794191182,C1
-0.1664247677137109,C1
0.10388780671205566,C1
4.253001544564372e-5,C1
0.011505035501261055,C1
0.09858234065565863,C1
-0.041808386449522485,C1
0.04502482704051733,C1
0.058088026571174595,C1
-0.048065920392356465,C1
0.03893536536033985,C1
0.0016022599487442307,C1
0.051172932279718863,C1
0.003042252769866735,C1
0.007165246114076429,C1
-0.014329958841549395,C1
-0.05305089471482688,C1
0.03645479536010279,C1
-0.12258116972249326,C1
0.011920695654795692,C1
2.609481797616331e-4,C1
0.030928132922387948,C1
0.0688278588069374,C1
-0.11401511720374366,C1
-0.0028162859245891726,C1
-0.04484051734236796,C1
0.029175972944239167,C1
0.08513491306329637,C1
-0.051417577089643965,C1
0.028624082612537745,C1
-0.014706534646363355,C1
-0.06739932386135684,C1
0.08532296721454932,C1
-0.08670321167179557,C1
