Age,disuti_M,disuti_L,disuti_U,QL00_M,QL00_L,QL00_U,QL15_M,QL15_L,QL15_U,QL35_M,QL35_L,QL35_U,Batch,Set
50,0.38849467858984943,0.3685603589542022,0.40840431622767503,0.10384320613171368,0.09303305455870443,0.11554257714415667,0.1037191607446199,0.09293724310639373,0.1153900577461538,0.10355437839662182,0.09281201708519243,0.11518909722621937,s1,ind
55,0.40781736744537955,0.3911584255856079,0.42493561993273926,0.10889866822029703,0.09793861125906225,0.12087587967079547,0.10874974233491544,0.09781896701753877,0.12070974646218322,0.10855297308045453,0.09766266358667806,0.12048631301124575,s1,ind
60,0.427843205473639,0.41404716058852625,0.44201437662491005,0.11413749981707666,0.1029493119467343,0.126502870641152,0.11395484275352215,0.10279900478751654,0.12630014218970537,0.11372221839915572,0.10260275245366425,0.12603551978857824,s1,ind
65,0.44905277395562104,0.4364584516183798,0.4614251941107612,0.11962297303245242,0.10811152152039263,0.1326652533896793,0.1194121985883593,0.1079235657545299,0.13241162757477365,0.11913958665555133,0.10768608438165098,0.13208076930957502,s1,ind
70,0.47145239578424525,0.45820786389599566,0.4841940748378381,0.12552288976070858,0.11347535579361515,0.13945997645931454,0.12527534673779522,0.1132511558101868,0.1391709024784226,0.12495124711371852,0.11295985955644548,0.13879397441770477,s1,ind
75,0.49491164793263903,0.47841373830165146,0.5101708889217167,0.13161867724914655,0.11847526444818927,0.14671461489907361,0.13131753305884603,0.1182100674992515,0.14637244835056493,0.13092814146424925,0.11789008045116585,0.1459265065028056,s1,ind
80,0.5192642506688336,0.49814236566514125,0.5395220058210278,0.13802199882717292,0.1239954409973688,0.15434726689303982,0.13767616006412436,0.123696008405171,0.15394296561589269,0.1372257029875094,0.1232923475699328,0.15341637255364113,s1,ind
85,0.5450397687510042,0.5181583012229526,0.5722951651100274,0.1448343456225441,0.12961803313070247,0.16297505086222236,0.14442662733069125,0.12926955350949157,0.16248992401121726,0.14388298175823405,0.1288068549285232,0.16185123452260536,s1,ind
90,0.5719715908869439,0.538731547858155,0.6081755639027535,0.15209961388235327,0.13505224670130014,0.1719968933192527,0.1516428581760655,0.13463122977571398,0.17140383267103235,0.15103563238771517,0.13408354110997758,0.17066575367783654,s1,ind
50,0.3960323813550244,0.3758171879324934,0.41624584741749926,0.11535086540660512,0.10370343044809294,0.13003179717766447,0.11520456084316688,0.10358454288984464,0.1298501394721447,0.11500185789038417,0.10342919321112497,0.1296211064486981,s10,ind
55,0.4128166289357682,0.3959248346079415,0.4297456669539615,0.12016457446166784,0.10854103118978903,0.13475588465364619,0.1199967159997583,0.1083979355087662,0.13455711692438596,0.11977517038109146,0.10819233866223284,0.1342973436834421,s10,ind
60,0.4301489797874597,0.41649114504477563,0.4444181497049345,0.12524981350525036,0.11303407490944818,0.13987749220367612,0.1250530729895796,0.11285895823288014,0.13963586645504633,0.12479746917188284,0.11263034783386276,0.1393205439251608,s10,ind
65,0.44847162902679516,0.43596205638184293,0.46100779902189765,0.13061736336093976,0.11777629564433549,0.1458140506904483,0.13038030216454416,0.11757491089140497,0.14553754766650465,0.1300748005746985,0.1173121449680807,0.14519510321481296,s10,ind
70,0.4674387404254392,0.4547440008627907,0.4806805207077217,0.13596475090270488,0.12234929880564047,0.15224139539352213,0.1356943474162905,0.12212291876631923,0.1519188472130807,0.13535083620194657,0.12182556888286292,0.1515278632524726,s10,ind
75,0.48730960770469245,0.47148488945721284,0.5048995907771199,0.14168723331996333,0.12729214514169646,0.15917178745205354,0.14138101763320035,0.1270354089955443,0.1587873508082376,0.14098825321704977,0.1267005943790436,0.15829019329421706,s10,ind
80,0.5082025352569329,0.4874487058533252,0.5314086449231438,0.1477343261146037,0.13206768816996695,0.166909012627948,0.14739071332677076,0.13177320712875493,0.16650104159032286,0.14694592238284093,0.13138935860966997,0.16596948241103684,s10,ind
85,0.529740100885423,0.5035075048955449,0.5595116642327037,0.1539106206284412,0.13682392056792478,0.17456001826048362,0.15352263045224868,0.1365132328130466,0.17408382869825623,0.15300579657033278,0.13610831844835414,0.17346373680694777,s10,ind
90,0.5523825571543951,0.5195942592034601,0.5901986248420111,0.16035415423020277,0.1415768792685676,0.1830737822394676,0.1599142391948546,0.14122200950678057,0.18250664333675598,0.15930295816955958,0.1407597986947416,0.18177279387077716,s10,ind
50,0.4226708568051129,0.4001234488748047,0.44698940929655906,0.118065603958244,0.10597835811633172,0.133062539033661,0.11788690172852462,0.1058447546547082,0.1328389059818879,0.11765569858667255,0.10567022310205837,0.13254699699902694,s2,ind
55,0.43800639093053556,0.41973768505343667,0.45804130576118646,0.1222019481613118,0.11008137481218039,0.13726924579759273,0.12200480011677439,0.10990763333900702,0.13702584621004682,0.12175115375033096,0.1096808436342337,0.13670822372047464,s2,ind
60,0.4540068208897813,0.4386718531771537,0.4706039865985764,0.1267075194942024,0.11427180788158994,0.14219073606319432,0.1264787979680777,0.1140708224962812,0.14191438686002314,0.12618662093115923,0.11380644477762597,0.14155393242532857,s2,ind
65,0.4705086023907604,0.45717023703920834,0.4846399504353585,0.13118379117703827,0.11843793077046988,0.14720434541278238,0.1309238778804538,0.1182110572455087,0.14690043067068462,0.13059039093420982,0.11790480311732514,0.1465041169165247,s2,ind
70,0.4877486576504493,0.4734627927736363,0.5018887924065973,0.13595536243176642,0.12258612697714386,0.15256373951305013,0.13565617930401624,0.12233333527795148,0.1522316517664953,0.13525770497247602,0.12200374423487788,0.1517984595573289,s2,ind
75,0.5054308547385342,0.48879000800631095,0.5226226552313913,0.14080142812881896,0.12712917141922475,0.15793328340239146,0.14046146890298705,0.12686486773626632,0.157543417653615,0.14003148995152748,0.12652025720368762,0.15704541607584888,s2,ind
80,0.5237888519872165,0.5025962478626748,0.5461991460906722,0.1457494243525821,0.13101294618073547,0.16437477229466765,0.14537552391739378,0.1306736999994993,0.1639391011586074,0.14490093979054708,0.13026736504413047,0.1633716584746452,s2,ind
85,0.542737267517444,0.5156975878625626,0.5720626026350657,0.15092240976164492,0.1348031349521392,0.17079480126536928,0.15050617529311514,0.13447222551524232,0.17031349390060113,0.14998247085831867,0.13403350720696786,0.169686882382697,s2,ind
90,0.5622221516035563,0.5281410486256037,0.5995604955751228,0.15637295765589265,0.1384847349842905,0.1777875455960746,0.15588276221466477,0.13810106360073512,0.17720765865265248,0.15529761999622635,0.1376332490143246,0.17645332873381067,s2,ind
50,0.39034173328238975,0.3707725981331253,0.4094192614986765,0.10491085560298297,0.09429633817661391,0.1177337985916017,0.10478517352806907,0.09418479777374941,0.11756311254270793,0.10461780021294498,0.09403904921813638,0.11733779911948522,s3,ind
55,0.4114477010138865,0.3947666851956304,0.428163731892352,0.11062447014574572,0.09978159865384852,0.12341782084414246,0.1104727697915526,0.09965033387739404,0.12321597225667096,0.11026529135550828,0.09947043674319843,0.1229524869231482,s3,ind
60,0.433855587127237,0.4197472771764192,0.44824239475849614,0.11661252065350594,0.10536565861088372,0.13003154183651225,0.11641742898267778,0.10519086649825324,0.1298021891773295,0.11617231566844569,0.10496274580233425,0.12950289343828483,s3,ind
