b0,sigma,lp__,Model,bd15,bd30
0.7353882511809104,0.0929730982252033,3785.811278836937,C1,NA,NA
0.7337802341169773,0.09211202270678842,3787.151880333079,C1,NA,NA
0.7329785620695277,0.09236062566784067,3787.375726403817,C1,NA,NA
0.7380389704512894,0.09375262960263861,3786.3963075981906,C1,NA,NA
0.7341815304263248,0.0910966927954478,3788.140066335934,C1,NA,NA
0.7333995019927206,0.09300973939577167,3788.5356806163504,C1,NA,NA
0.7370025659103637,0.09203551942735674,3785.5967359674664,C1,NA,NA
0.7365618373615768,0.09359878124853609,3787.688314853193,C1,NA,NA
0.7332460082392396,0.0916401345094338,3785.68551851241,C1,NA,NA
0.7326062093520992,0.09291395228037372,3785.76330182856,C1,NA,NA
0.7345452954912286,0.0924017625567918,3787.848910345049,C1,NA,NA
0.7342931134785798,0.09229150636146037,3785.297782139136,C1,NA,NA
0.7392358039794976,0.09100708786908832,3784.232699588375,C1,NA,NA
0.7357630574201728,0.09255084732255085,3786.380366514421,C1,NA,NA
0.734720905997744,0.09206684809979686,3787.3437392710475,C1,NA,NA
0.7327558068578844,0.09245098709175983,3785.781162155773,C1,NA,NA
0.7328155250162338,0.09374894989624227,3786.8824408749124,C1,NA,NA
0.7334399400599644,0.09381780373399748,3786.045776949639,C1,NA,NA
0.7339779988142356,0.09219991515065327,3787.7045511874476,C1,NA,NA
0.7345176386404556,0.0929738046550021,3787.137186404291,C1,NA,NA
0.7343863448189584,0.09231547486251852,3788.009340215494,C1,NA,NA
0.7353923093186046,0.09142059228811575,3783.6137256082534,C1,NA,NA
0.7348841340424266,0.09420428844409492,3784.6827172528706,C1,NA,NA
0.7354107717833268,0.09360021720270173,3785.8671632259716,C1,NA,NA
0.7361671304476605,0.09301467150909162,3786.84765581035,C1,NA,NA
0.7324156662016625,0.0934416291366772,3786.0785561662083,C1,NA,NA
0.732276424733327,0.09222149522490858,3786.206026922538,C1,NA,NA
0.7334888338285124,0.09198926282690217,3783.6015777237208,C1,NA,NA
0.7336670308631563,0.09348281361000117,3786.5514928536495,C1,NA,NA
0.7368297958951048,0.09333956794268768,3786.208834611186,C1,NA,NA
0.7351827386737847,0.0911301615419837,3787.961842297236,C1,NA,NA
0.7338398790354943,0.09230434175859739,3788.3815225866165,C1,NA,NA
0.7333168575928393,0.09373951766176519,3784.3373860066713,C1,NA,NA
