bg,Model
0.14614812183038345,C1
-0.03209307688617434,C1
0.019504929913081948,C1
0.003615450200522549,C1
0.11727443595414505,C1
-0.10210926756465616,C1
0.08451699964021997,C1
0.06122128348303414,C1
0.07198860930282025,C1
0.03116449116192297,C1
0.054786836202306496,C1
0.0686617183908815,C1
0.015464723444903603,C1
0.12704127525631798,C1
0.12693980294327184,C1
0.097686466162883,C1
0.01270287287924568,C1
0.0920336602574456,C1
0.020143226321765267,C1
0.0408311051704163,C1
-0.006056577008964784,C1
0.1911911458845567,C1
0.12105416180793407,C1
-0.06617002805798783,C1
0.08427242229310533,C1
0.02444759956240552,C1
0.0010292269933322943,C1
0.0721987077170001,C1
-0.04535468724963964,C1
-0.01838787791378664,C1
0.06248300899300767,C1
0.015144971261091267,C1
0.08727281711493717,C1
-0.049865324199014106,C1
0.09495968207978114,C1
-0.017024102984842124,C1
-0.015498291090226504,C1
0.0650905971050872,C1
0.16862529987120417,C1
0.03506780227645575,C1
-0.10828119354945283,C1
0.07115274541088476,C1
0.07512891273589051,C1
0.051444311134323364,C1
0.10835971434342967,C1
0.029317347517091072,C1
0.1193091131787853,C1
-0.011942481070279863,C1
0.050621056485503524,C1
0.06137041070101659,C1
0.03374065047505686,C1
0.12793772498309638,C1
0.19145612291019223,C1
0.07859526785819046,C1
-0.01733469672966738,C1
0.108112995033185,C1
0.1104408129280025,C1
0.16681960630706924,C1
0.11066419419804066,C1
0.10056292411976747,C1
0.055459567911474404,C1
0.18919332115125667,C1
0.1012128109748853,C1
0.14196921607991733,C1
0.09729579096917189,C1
0.15357365930879047,C1
0.029204125031295755,C1
0.07271573847095111,C1
0.051049402781885925,C1
0.044477263387292236,C1
-3.929637286414697e-4,C1
0.07427356361615664,C1
0.10843467335554834,C1
0.06474094923671012,C1
0.1524788221306749,C1
-0.07574530831393146,C1
0.21637041360773585,C1
-0.01798238758063122,C1
0.2279034544544351,C1
0.055257142483895516,C1
0.06632665072807761,C1
0.05171348091128384,C1
0.07567605519052163,C1
0.013814980969597539,C1
-0.02188533637549147,C1
0.036397669123402226,C1
0.07209925049256945,C1
0.11819207397989415,C1
-0.010540138823977523,C1
0.059589765072582956,C1
0.008873600035268343,C1
0.17344658882014993,C1
0.045048307120682536,C1
0.10844477760318993,C1
0.07244605378585064,C1
0.03248043718006431,C1
-0.0015238937661225076,C1
-0.0817119403935172,C1
0.08491142233085856,C1
0.11270938404214689,C1
0.03289648560034502,C1
0.16522002849008027,C1
0.10405900579100841,C1
0.13874217724768242,C1
0.10468342338098988,C1
0.10457207078341264,C1
0.04541511500918001,C1
0.05623674630199257,C1
0.09797422295618502,C1
0.16039440106044903,C1
0.12494848052205754,C1
0.08612785776974594,C1
0.10518126496115196,C1
0.036143011057721615,C1
0.11599691574335524,C1
0.036857157418675096,C1
0.1186856942361671,C1
0.0911904827851778,C1
-0.021227515955513337,C1
0.12398832040099889,C1
0.06555872828250871,C1
0.009378075335184425,C1
0.05174332267229597,C1
0.11549902203282174,C1
0.12577154848591363,C1
0.1423545264367982,C1
0.06151531729200913,C1
0.118763980515041,C1
0.10751271767746728,C1
0.1553284576612828,C1
-0.06590181971444065,C1
0.044218694615623916,C1
0.08758521033504899,C1
-0.030237937058078857,C1
0.1927309793727239,C1
0.17579422953086338,C1
0.022778213249385195,C1
0.10968035446858689,C1
0.11412580318067991,C1
0.051415804031200704,C1
0.031272780030710434,C1
0.09343583639989747,C1
0.023951547317991505,C1
0.13638389607968476,C1
0.09239488285038741,C1
-0.04030682026131156,C1
0.11599691574335524,C1
-0.02764779651865367,C1
-0.010272930297981417,C1
0.035035179984816575,C1
-5.78907254661136e-4,C1
0.04703032516231824,C1
0.0430339244427692,C1
0.08200444892241897,C1
0.14275737422729284,C1
0.04929810452482474,C1
0.095268792779185,C1
0.18977053484845033,C1
0.019396678264634485,C1
4.1713400519349103e-4,C1
0.026357841671886664,C1
0.1613144120788766,C1
0.08632379768538323,C1
-0.014526504328413417,C1
0.07055325309010754,C1
0.010001772969776251,C1
0.06642106726526624,C1
-0.008533235536455505,C1
0.03255225502824828,C1
0.09727752655799693,C1
0.04232850302792462,C1
0.07710638756534502,C1
0.08995197129042698,C1
0.20993549397336417,C1
0.10295505546544804,C1
0.06875087453967273,C1
0.009654855570773738,C1
0.18662650351302507,C1
0.13069227479431633,C1
0.03113717927509465,C1
0.08988981874650506,C1
-0.03897793862941503,C1
0.03708539571720115,C1
0.14186574435838464,C1
0.10316264233504482,C1
0.116215135576472,C1
-0.020884000421263243,C1
0.11077966129482578,C1
0.030199052401817007,C1
0.0623821668933031,C1
0.12058205183949335,C1
0.038304962360293404,C1
0.1135075738031835,C1
0.04336121081557022,C1
0.03419427700542926,C1
0.026284306888495902,C1
0.12761942094856915,C1
0.0793263514473763,C1
0.02171429296496452,C1
-0.07553128906097775,C1
0.08413579812992908,C1
0.06184686829734681,C1
0.13797277641015826,C1
0.15644428341422856,C1
0.13276630995304448,C1
0.06470274888215242,C1
0.05978404050624965,C1
0.10690782633641033,C1
0.0010990774956788074,C1
0.025017798370590663,C1
0.15788574178056383,C1
0.0927461382662698,C1
-0.02993541245528778,C1
-0.009329659169244248,C1
0.10201870318086655,C1
0.0548938579751336,C1
0.17116241924910872,C1
0.06143442816993669,C1
0.027251864364623037,C1
0.06791663054573473,C1
0.04963846267987811,C1
0.021269344753438252,C1
0.13491048837266598,C1
0.09408810353929968,C1
0.019688902576617772,C1
0.11871365698940534,C1
0.048010937277654014,C1
0.1417840854094762,C1
0.0707926157305928,C1
-0.06073516074015957,C1
0.06010204014790038,C1
0.07589253556848563,C1
-0.032022958539794484,C1
0.05187590538892316,C1
0.05287031282831847,C1
-0.014642675070990263,C1
0.09941197692556168,C1
0.08703478032716758,C1
0.03265942732116925,C1
0.08132564747301058,C1
0.17156992211305716,C1
0.10944145689195753,C1
-0.08631229862673298,C1
0.020611902169028168,C1
0.1187529433455158,C1
0.03727711142961816,C1
-0.07515431448678273,C1
0.07319730772698897,C1
0.11832521455002525,C1
0.056495669085956296,C1
0.10792402979194457,C1
0.1098564854105237,C1
0.013376664472574303,C1
0.1367212816289199,C1
0.09516458228248875,C1
0.09476197784169009,C1
0.15532665905263615,C1
0.09925929481526131,C1
0.07413704924383935,C1
0.0063058875695188865,C1
0.13458816130353332,C1
0.11204999703546181,C1
0.015514853092275214,C1
0.12299450692663452,C1
0.052142929482661235,C1
0.08728764921880994,C1
-0.01976216787678866,C1
0.005063774573091012,C1
0.14125613562776204,C1
0.10754448131596828,C1
-0.04262541377547024,C1
0.136095625598227,C1
0.024903349843590043,C1
0.024596016767930867,C1
0.02039172788112868,C1
0.0986971021839397,C1
0.10550170451415589,C1
0.04349748402133173,C1
0.07900201496916123,C1
0.08218452252718861,C1
0.06971873503979881,C1
0.06244377167301671,C1
0.04485770053100548,C1
0.00793279035374541,C1
0.12591071347778035,C1
0.10882836868096823,C1
-3.504536730117025e-4,C1
-0.02690985341147447,C1
0.12462918751463302,C1
0.008286804611165415,C1
0.11380832995654613,C1
0.08856872028519647,C1
0.1474858939112308,C1
0.06302719292026003,C1
-0.021075984077625717,C1
0.03991775085313319,C1
0.020935938917421654,C1
0.06857764491184068,C1
0.0254364777663139,C1
-0.0035724421614738554,C1
0.06424076743489418,C1
0.07903945425472624,C1
0.10009118685943187,C1
-0.03669086205169532,C1
0.07485301435746435,C1
0.029664900608717057,C1
0.08021697210725401,C1
0.14729992677243825,C1
0.09531799191776613,C1
0.21488726715861226,C1
0.03545075178976427,C1
0.04806584314305574,C1
-0.047047971227269614,C1
0.17193350693377535,C1
0.08651408644183822,C1
