b0,sigma,lp__,Model,bd15,bd30
0.6996480843780696,0.10387586810170663,337.2311054712008,C1,NA,NA
0.6874981840660227,0.1030262520264602,338.42287981568853,C1,NA,NA
0.6810268844603882,0.11028457775594083,338.5547286969948,C1,NA,NA
0.6847808965129563,0.10458531961218791,337.2831438390123,C1,NA,NA
0.6871570373855423,0.10685705421549099,338.18596088570825,C1,NA,NA
0.6956441794728554,0.11337034875244598,337.55514208816095,C1,NA,NA
0.6842802268700476,0.10343068114296625,338.0995698146435,C1,NA,NA
0.688825151524688,0.10744672849033658,338.8061399908525,C1,NA,NA
0.6921414119627816,0.10196203963139909,337.7427045321928,C1,NA,NA
0.6914875738279103,0.1075787542596528,338.30483272976153,C1,NA,NA
0.6738361894757832,0.10891227277522708,337.306599498748,C1,NA,NA
0.6881619543014776,0.10194698138618508,337.8167770533355,C1,NA,NA
0.6877557785400243,0.10894197757663247,339.0557131430309,C1,NA,NA
0.6783349812537988,0.11303650468528778,337.6003133634871,C1,NA,NA
0.6800919356537088,0.1103605032415133,337.5701805239452,C1,NA,NA
0.6899590510911484,0.11117058219125452,338.14066578645287,C1,NA,NA
0.6939946585060455,0.10895429496185532,338.77336660309885,C1,NA,NA
0.6987031340758536,0.1087395593860355,337.8924010376618,C1,NA,NA
0.6863999309911883,0.11244279679302575,338.0661126218785,C1,NA,NA
0.6873993677399067,0.1093777044759211,339.09397305071883,C1,NA,NA
0.6859663861137562,0.11062811879108261,338.7210771146131,C1,NA,NA
0.6970028100016614,0.10807951767634591,338.386807696309,C1,NA,NA
0.688103055513164,0.10890125442188862,338.28525122500525,C1,NA,NA
0.6899080845303348,0.11557976068244527,336.7084586748883,C1,NA,NA
0.68394379777531,0.1121438433084853,338.2793054294756,C1,NA,NA
0.6842158368164849,0.10467700298985114,338.7580734360545,C1,NA,NA
0.6889774117082831,0.11281571001231727,338.20558031694384,C1,NA,NA
0.6966695115495252,0.10509140971225386,338.3044346522204,C1,NA,NA
0.6838265793777197,0.10645996093582447,338.58586283722974,C1,NA,NA
0.6731424654080138,0.1065918428765354,337.60056847789025,C1,NA,NA
0.704734006977057,0.10749276075686891,336.7472684295029,C1,NA,NA
0.6871225921129896,0.11335730712683806,337.1378133732951,C1,NA,NA
0.6873676163414902,0.10636768966566608,338.7242366935552,C1,NA,NA
0.6880402482660333,0.1067699784845888,339.20841322522205,C1,NA,NA
0.6835128607997385,0.10674213612528842,339.12015919651435,C1,NA,NA
0.6799469549715369,0.11071514622972473,338.1373762526056,C1,NA,NA
0.6936834091492391,0.11068366818511576,335.5231739397927,C1,NA,NA
0.6984947112438434,0.10524234451081639,337.85155506468834,C1,NA,NA
0.6842496728009393,0.11066482481599098,337.77379643604,C1,NA,NA
0.7082306556140502,0.10963737374285022,335.90676142635493,C1,NA,NA
0.6806409559273464,0.10435063572717995,338.139438672338,C1,NA,NA
0.687539887387456,0.10707214695320585,339.223994606286,C1,NA,NA
0.6940761985851289,0.11055133302673346,338.544055728102,C1,NA,NA
0.6798765803384647,0.1067343847343053,338.37425634809523,C1,NA,NA
0.691746907484434,0.1042277965347551,338.4624239322135,C1,NA,NA
0.6811789686831193,0.10882756381317737,338.84619526625954,C1,NA,NA
0.6819331984397143,0.1087006678454289,338.9593175817806,C1,NA,NA
0.6817023808802893,0.10558938887243452,338.83741954509384,C1,NA,NA
0.6716275087197897,0.1113578013996325,337.0074999137503,C1,NA,NA
0.6836364637503117,0.11180525079008923,338.21009481877803,C1,NA,NA
0.6840520964550504,0.10647349723597468,338.4108885207308,C1,NA,NA
0.6827408556662197,0.10702446961504597,339.08490498336926,C1,NA,NA
0.686792692228085,0.10750930939614109,338.9680181840008,C1,NA,NA
0.6926814077736736,0.10382112140766175,338.24915941771957,C1,NA,NA
0.7011747515530219,0.1082222680849691,337.7099282239239,C1,NA,NA
0.6884942332781947,0.10539088754490807,338.742773337565,C1,NA,NA
0.6938853411368769,0.10537553631998763,338.6990907069786,C1,NA,NA
0.690363470091152,0.1075576475874567,338.8716209730738,C1,NA,NA
0.6825245854977537,0.10235436994847771,336.95698729052833,C1,NA,NA
0.6689629427307882,0.11525355552369491,334.899541410433,C1,NA,NA
0.6967854676742324,0.10829394378720698,338.365629355197,C1,NA,NA
0.6810630497817687,0.10856470287070195,335.28470865447423,C1,NA,NA
0.6910158657876295,0.10487179759357762,337.8561759011847,C1,NA,NA
0.6852492703444096,0.10285500453176807,337.35975587367903,C1,NA,NA
0.6940784594345704,0.10994393088212602,338.2297414015778,C1,NA,NA
0.6764494745191005,0.10387143566913275,337.6563669423983,C1,NA,NA
0.6826330468785595,0.10217959787003532,337.28791685103204,C1,NA,NA
0.6831948015161058,0.11026743801772973,338.34323531777886,C1,NA,NA
0.6858561694190483,0.10424938980358193,337.6182877964509,C1,NA,NA
0.6985765744295812,0.10703621136261757,338.021752339175,C1,NA,NA
0.6897279276184402,0.1063290462062845,339.124710912995,C1,NA,NA
0.6877157548429289,0.11288109913908193,337.68293524745286,C1,NA,NA
0.683248924100079,0.11297905257259075,337.7806773257428,C1,NA,NA
0.6754800964295016,0.11056152877817399,337.8966264649745,C1,NA,NA
0.6841933502450033,0.1109408364037334,338.59618166532397,C1,NA,NA
0.6752159646374871,0.11208638876709281,336.905559202221,C1,NA,NA
0.6951079193488097,0.11300421449950496,337.63009190261255,C1,NA,NA
0.70050392759535,0.10417328706997643,337.40100974395443,C1,NA,NA
0.6810134410168789,0.1007717183286768,336.9659925405081,C1,NA,NA
0.6828632248593648,0.11142503677553393,338.33067511793854,C1,NA,NA
0.6771479908849044,0.10655585903781883,338.31549273137495,C1,NA,NA
0.679998761272249,0.11095344801864214,338.41111593337905,C1,NA,NA
0.6879893076050818,0.10525955192410814,339.04693173057314,C1,NA,NA
0.6750150131452495,0.10254700586270706,335.9726290340953,C1,NA,NA
0.6850006483164471,0.10547026698429268,339.0330274577938,C1,NA,NA
0.690407636719885,0.10572363968644252,338.51559707329113,C1,NA,NA
0.6825498309749369,0.10654170253196582,339.0114684257442,C1,NA,NA
0.6903212673098418,0.10933164348164064,338.959298139177,C1,NA,NA
0.6840108494271113,0.1091778674988931,338.7539248056935,C1,NA,NA
0.6807119299437221,0.10343302474685791,337.75360932536705,C1,NA,NA
0.6985275090470972,0.11667212506273422,335.7376727156983,C1,NA,NA
0.6890054862352228,0.11089773699608166,338.7576728186249,C1,NA,NA
0.6834674976455386,0.10974561872765626,338.8001768286952,C1,NA,NA
0.6782573587941501,0.10242275462515771,336.78787606560195,C1,NA,NA
0.714769910909323,0.109471952619146,333.5791574495401,C1,NA,NA
0.7121126790023721,0.11123373345337771,334.01526220045014,C1,NA,NA
0.6885979681499875,0.10749236998025558,339.214110248074,C1,NA,NA
0.6935525145504158,0.10945495261189822,338.76433117561805,C1,NA,NA
0.6907498684140656,0.10815034163013328,338.50003460146496,C1,NA,NA
0.7057368440377342,0.10707776171535494,336.6477472955706,C1,NA,NA
0.6769735269020153,0.10768138285523482,338.20555881025285,C1,NA,NA
0.6880839706348114,0.11270097776086238,337.9160967535462,C1,NA,NA
0.6886315433589014,0.11597639315245807,336.4678668000778,C1,NA,NA
0.6869700292483586,0.10728545645637648,337.99480463124934,C1,NA,NA
0.6952844170781434,0.11054775666927935,338.3622478163722,C1,NA,NA
0.6757263444320266,0.11157722658650712,337.71551825134213,C1,NA,NA
0.6972628385210041,0.10544997755725725,338.0953178047059,C1,NA,NA
0.6946334620697003,0.10965783300978973,338.4416531189959,C1,NA,NA
0.6987716544576966,0.1052194747904442,337.8154375479783,C1,NA,NA
0.6948711713785657,0.10150241880532246,337.24650621505685,C1,NA,NA
0.6833194008809355,0.10478963750418954,338.1730323494604,C1,NA,NA
0.6757372072817518,0.11255448653455868,337.37327710556946,C1,NA,NA
0.683824977559311,0.1080475241389798,339.0609548153389,C1,NA,NA
0.6964189167325978,0.10869629331996741,338.0016960214978,C1,NA,NA
0.69246641779846,0.1039295555045991,338.47337670597,C1,NA,NA
0.6928074954618706,0.10428193231904416,337.90267009376663,C1,NA,NA
0.6804235974951789,0.1007784231487631,337.0513412595727,C1,NA,NA
0.6848867177324132,0.10675859777508312,338.57542549831146,C1,NA,NA
0.6804086908447373,0.11597832817385349,335.50190199305473,C1,NA,NA
0.6877400915381736,0.106011840189965,339.1512283359719,C1,NA,NA
0.6848134784260772,0.1027718709166262,338.2257245819793,C1,NA,NA
0.6804355774918831,0.11010833100989287,337.94148987678847,C1,NA,NA
0.6770547931759329,0.10527890399335603,338.06926544144056,C1,NA,NA
0.6896701387621695,0.10828314802395182,338.6103998088493,C1,NA,NA
0.6878876016569812,0.10924003624347753,338.86584574270705,C1,NA,NA
0.6925599205336395,0.10732189444667971,338.6205652132311,C1,NA,NA
0.6816757054872897,0.10162060636037916,337.6458857723015,C1,NA,NA
0.6842802268700476,0.10343068114296625,338.0995698146435,C1,NA,NA
0.6881331660681914,0.103278963740285,338.34378857840693,C1,NA,NA
0.6895444448848782,0.11000653110856112,338.8764520534564,C1,NA,NA
0.6802452827475838,0.11530299703902333,336.50318097797816,C1,NA,NA
0.6699059719900232,0.10299380890603642,336.1630808182229,C1,NA,NA
0.6918934837059532,0.10752073448267437,338.27273708652774,C1,NA,NA
0.6834564929234185,0.11068108306032186,338.678419491517,C1,NA,NA
0.6834266553988754,0.11035148049867688,338.6912387122022,C1,NA,NA
0.6943546329038935,0.10645204465444763,338.4218518307061,C1,NA,NA
0.6730266640589345,0.10931650529678272,337.5470997770623,C1,NA,NA
0.694651453475447,0.10489990520881197,338.54062665548594,C1,NA,NA
0.6887885229404548,0.10947674675422807,338.87619826147505,C1,NA,NA
0.6807720921701846,0.10271024772720647,337.9649290292431,C1,NA,NA
0.7022251686516516,0.10298949306960758,335.45667441473756,C1,NA,NA
0.6929370801470924,0.10497145570554714,337.06227221155643,C1,NA,NA
0.6901242589678616,0.10460352699210222,338.83747788277765,C1,NA,NA
0.6978562013489442,0.10695982352247545,338.3590517629166,C1,NA,NA
0.6941813851462155,0.10183127492762871,337.398677942956,C1,NA,NA
0.6812856981877151,0.10627984088963832,338.2825097922819,C1,NA,NA
0.6749895743703328,0.10726730301558034,337.94548755619036,C1,NA,NA
0.6901674659384136,0.10086177615190278,337.31040660001383,C1,NA,NA
0.6802720735418353,0.10837745905072557,338.5038169143563,C1,NA,NA
0.6899294873577059,0.10578348288770446,339.0238947932955,C1,NA,NA
0.6805064167469401,0.10580320408117654,338.51626801127924,C1,NA,NA
0.6877695467505831,0.11330045577988522,338.06254559649824,C1,NA,NA
0.6941924407195474,0.11379476054339323,335.07673493299933,C1,NA,NA
0.6863988911582113,0.10987730677679408,339.00898198628914,C1,NA,NA
