bg.1,bg.2,bg.3,bg.4,bg.5,bg.6,bg.7,bg.8,bg.9,Model
-0.049508685892866486,-0.11682014615766981,-0.18088945449540408,-0.08995201608194202,0.10594834857152052,0.03548351459302163,-0.01672600586670614,-0.022412516146332315,0.10575286917490878,C1
-0.04338366566668696,-0.04510358912477903,-0.22390147740332086,-0.04751982305454751,0.11269649735486802,0.05133325817580113,-0.006399713034369807,0.037552647509672674,0.09409923497564011,C1
-0.046548263449977145,-0.0827556138303107,-0.2641894350458567,-0.09321684488518818,0.06678580193369997,0.02627251026415797,-0.017064723750447076,-0.02339867511653276,0.093824319720073407,C1
-0.041694876733861304,-0.09173450979427139,-0.20090613738950516,-0.08770262951562263,0.003729737139714393,-0.009548713364478741,0.019413336593820656,-0.011654118712265736,0.09147568903973997,C1
-0.041267061829805815,-0.08081858615137438,-0.17349181653597018,-0.07167155052013732,0.036269653921133946,0.03808357480690506,0.006875811332914685,0.005386956578470134,0.1059129084895682,C1
-0.021905262120625824,-0.08171064048401697,-0.18075093222888128,-0.049077338768510954,0.009300647880868141,0.029267944014043996,0.007774734269217839,0.014281142639602678,0.09562652765328315,C1
-0.060643404689601305,-0.06865831220626889,-0.26366603901671554,-0.055002053560808256,0.06313484448848203,0.03139054185548408,-0.021836614885821778,0.023281960107788123,0.07414382030425397,C1
-0.047588499251388694,-0.07466656276067009,-0.23943508048853507,-0.10101642404944808,0.08319415040426559,0.00957451941450779,0.004247384102856162,-0.045659632294704135,0.0987013126487744,C1
-0.03408661186577404,-0.028586337986629295,-0.1297134091586199,-0.08619197926627936,0.033087386795279825,0.03658660072151904,0.00805158841655245,-0.03692624024130131,0.1100219913666705,C1
-0.03119445870426018,-0.06805871273900907,-0.1919661700878726,-0.035671643468608606,0.11998917521568912,0.0518256367530535,-0.010646664078730696,0.004048253769020457,0.11121469837346085,C1
-0.049245146946553145,-0.04139913379821675,-0.282227561412789,-0.09585335980203184,0.041041417637149136,0.011882760830084708,0.01769626031030721,-0.039622390579628276,0.0974850382527995,C1
-0.03493168580698808,-0.07477219885097387,-0.21267149754574824,-0.10004829269041216,0.044124237320319316,0.0794881527953719,-0.006066218646685922,-0.09060709676415739,0.10064382129482269,C1
-0.056124584141551775,-0.10085048292667184,-0.2181713530768557,-0.11637195482101012,0.015365967441560258,0.047753150520470244,-0.003293758919549056,-0.04042355954438477,0.0939288339029688,C1
-0.052633381477561615,-0.08254224899621895,-0.27663643670050975,-0.08618590151111018,0.056210069965140934,0.04513355957903592,0.0014499499198582146,0.004320354400749141,0.1122309096851194,C1
-0.046948559243076365,-0.021830998893797547,-0.18521485005376964,-0.07720780785368489,0.0023664839998087,0.040976969457024004,0.0027872904464220534,0.04935063025661564,0.09840146299863715,C1
-0.056702836419315776,-0.05196679323046624,-0.22970606141757782,-0.020885217990568236,0.04046757123525199,0.015429290235363758,0.023031146092356403,-0.05506406702110084,0.0956952169473633,C1
-0.032739580645852494,-0.07851901229422782,-0.19998508846204754,-0.07979737903248703,-0.016257708665352436,0.011879191385119128,0.022497465292420558,-0.04690774606717526,0.10111442645151153,C1
-0.04519311611834383,-0.02584297459299372,-0.24860367041625855,-0.049423590099550614,0.08964027056417571,0.06270792851212084,0.02722232677462638,0.008437009271630366,0.08713739867339937,C1
-0.03786451280675705,-0.029203184121627358,-0.2819891977827684,-0.04623916185816625,0.022414106066036357,0.0193052633212135,0.0196167654853685,-0.010848451774231644,0.1027636162817825,C1
-0.03184304681124063,-0.05471101225207375,-0.18288195210570524,-0.04893053553070748,0.043382740493069255,0.015541967267148595,0.025134697622194595,-0.08215239734778491,0.09384276628501181,C1
