r0,ba1,lp__
6.741579109528408,-0.007718670960929784,-281.82240932105475
3.2505718184920935,0.0055784449255604895,-280.08519734272886
7.36506604152882,-0.008233125856043057,-282.0314760460332
1.998939572950739,0.013277832224967026,-280.77096728101594
3.263805526037273,0.0030359423766213867,-280.4656220231991
4.4811409177936525,-8.063290285467546e-4,-280.2765827956001
3.0522886483194647,0.006495866482383922,-280.0791988536738
2.8232043611500433,0.006649668875662875,-279.99003759648366
4.43758587880178,-8.077435008245775e-4,-280.30052687926184
3.5425813135924167,0.005758922529652861,-281.18918078761925
4.171584483220289,0.0017468985158005323,-280.25226282518054
2.4211741138188985,0.006218766349249066,-281.9602521608989
5.721926268332831,-0.006673892083813146,-282.2694085338792
2.5054272393106416,0.007464310817721522,-280.41926997342034
2.670915349210626,0.007017508091305084,-280.13248712284417
3.2566382329778416,0.00370454168247577,-280.1284632922293
3.412151906795175,0.004575069211270294,-280.0082839799668
2.483644140320546,0.010517527118720274,-280.73171102106306
3.7953396260508265,9.438818537761726e-4,-280.3865877490412
4.262433645645441,-0.0024491539519118834,-281.904931040886
4.518684371772423,3.371319221803947e-4,-280.32309021971145
5.27060203812953,-0.003819556863775409,-280.8334067865598
3.5046345699663175,6.839077717529633e-4,-281.5943374124891
1.5547122057241296,0.013956470769651484,-281.997752328751
1.917375105143725,0.013853260259262814,-280.83800473098387
4.170965020620472,0.001246638769508829,-280.1186575049637
2.9182447022545235,0.0046908172983396,-280.5395720698964
1.3203113586662334,0.015585201341713113,-283.3731318515274
2.7827201291613237,0.008588204069349976,-280.4756221398826
2.2477758435426503,0.009530987074191703,-280.4066457707314
4.896519639839353,-5.421151933081741e-4,-280.6324147174725
5.00305696893604,-0.0014705590320612388,-280.49172746906595
2.0829939992110726,0.01133823759410728,-280.4118408710049
3.199449282422592,0.003500592454777611,-280.3676831038432
3.452751358737632,0.005009515802306216,-280.2565048219721
5.978496156944679,-0.00519851339523217,-281.0738957187999
3.8174598552418955,0.0025933463420843936,-280.0170505240895
2.3442398401643976,0.010950219864938986,-280.5222425844668
1.501498064290754,0.017140567808533003,-281.3669840495235
3.8744836777770906,0.004206429604844535,-281.06761000087704
1.9105814883135195,0.01226263263111303,-280.66604484924056
1.4896118800435127,0.01742262865844839,-281.44493908650355
3.2689790479972696,0.005303467484453204,-280.0224387853616
2.9137374533431966,0.0068994446081046615,-280.0123947698336
6.858746521833917,-0.0060274360347241296,-281.7666048315369
