Model,Var,mean,se_mean,sd,X2.5.,X25.,X50.,X75.,X97.5.,n_eff,Rhat
C1,b0,0.6875688643370929,2.938707670103302e-4,0.010479830790506144,0.6674034314641555,0.6806253955665824,0.6876934868784539,0.6944660077017535,0.7077453337015576,1271.7324938227237,1.0002784556664508
C1,sigma,0.09637633805296508,1.64678118137697e-4,0.005489495224585556,0.08631646634129618,0.09254000258714591,0.09616257118128699,0.0999038557232658,0.10763128008820819,1111.2020459173061,1.0039244246068568
C1,lp__,141.73963097073727,0.04083645232764034,1.2388014942415937,138.51822702808337,141.1878222780144,142.04742615579175,142.64587751857147,143.14324921369052,920.2533980035246,1.0027521797041685
C2,b0,-0.06601608033299684,6.509849707130829e-4,0.027051933128976163,-0.1211731472880934,-0.08414362796949659,-0.06536913248653095,-0.04725944739887725,-0.014934047201996852,1726.8502831708138,0.9995510075348069
C2,sigma,0.1712648154189812,4.8118373430693724e-4,0.020410691043473733,0.13647141234747556,0.1572410046370544,0.16890549903019314,0.18312625504826702,0.21691612090234763,1799.2584095169423,1.0011354836981519
C2,lp__,12.553783850414971,0.043065007615859435,1.2719227950068992,9.225256428194282,11.962240207181585,12.87980887023446,13.502947683983763,14.037644873208478,872.3132006198296,0.9987893646904829
PZ,b0,-1.1544229885564237,0.005692480296328035,0.21827041780141276,-1.5907663502930265,-1.3029405130094216,-1.1558372239323282,-1.0064154366385336,-0.7273167074908493,1470.2347636365173,0.9990142413763189
PZ,bd15,-0.36243328851486395,0.013683934052958207,0.541614838482205,-1.4494597460897527,-0.7359770753774599,-0.3702306250428509,0.014465513779235918,0.6711763334823938,1566.6037549143543,0.9995999880538866
PZ,bd30,-1.0591523581506337,0.010794929052428662,0.40773623155072675,-1.940225725974923,-1.3191694189029697,-1.0377969890396055,-0.7830882140129938,-0.3256848213327784,1426.6552031737233,0.9992602030249172
PZ,lp__,-102.4421335267299,0.046073538730228805,1.4150814542700487,-106.13598177303152,-103.15449485384022,-102.12984177353106,-101.3888321538724,-100.65992704910961,943.3215120503348,1.0034173351006765
PC1,b0,2.660648055147826,0.010534763685112802,0.3913085119947754,1.9183399734031732,2.395291337262213,2.6429048484939237,2.90885027740007,3.455293956736814,1379.7137553845844,1.0001994175760507
PC1,bd15,-1.6038649694704792,0.010589269476364906,0.4015811796139209,-2.3830810521692585,-1.8697426481689776,-1.5983313219144115,-1.3353448388878593,-0.7934665149710867,1438.1848230486546,1.0012876171752338
PC1,bd30,-0.9799918324068472,0.013410152340849529,0.49040744533662384,-1.9239318668834486,-1.315739983560086,-0.981669180555252,-0.6549519885143686,0.017759711012145726,1337.3549421384216,1.0001065941361786
PC1,lp__,-85.12247735675557,0.046906868795441405,1.3890273892207852,-88.56999961569392,-85.84780741111197,-84.81898801004992,-84.0683024047045,-83.34354616177828,876.8972989897543,1.0003222308939554
