Var,mean,se_mean,sd,X2.5.,X25.,X50.,X75.,X97.5.,n_eff,Rhat
r0,1.6129903778143133,0.06492813880230233,1.1712568320520138,0.2792473683189131,0.7907311006769262,1.3143675021710313,2.072104031998526,4.6956883156259375,325.4155986458951,1.0106967954385806
ba1,-0.0020442659207432962,6.505347617511225e-4,0.011585318677497304,-0.023336149610318494,-0.01002579842027886,-0.002691937905082816,0.005622023094507787,0.022446818773700764,317.1574754285893,1.011168362275638
lp__,-144.35582957378907,0.04594711863204082,0.9923856566589184,-147.0650815343043,-144.74779051669356,-144.05668712868282,-143.66119012736212,-143.3597371181399,466.4922077814621,1.001032401715659
