Model,Var,mean,se_mean,sd,X2.5.,X25.,X50.,X75.,X97.5.,n_eff,Rhat
C1,b0,0.7182158961525,2.9548434105894654e-4,0.010164750478229598,0.6983176397266508,0.7115911656084365,0.7181800369242901,0.7249515135413682,0.73803376087538,1183.380756626355,1.0040824138069546
C1,sigma,0.10312782965410339,1.547040271182305e-4,0.0059521819217042355,0.0920893587257603,0.09899894974561675,0.103129800917414,0.10693170897970011,0.11498717904430805,1480.2980085724548,1.000642319243684
C1,lp__,125.0922213848005,0.040164845453317034,1.186480770757646,122.13541148660052,124.48769773335054,125.42019894268108,125.97208379771575,126.45896705971376,872.6281276363969,1.0013498233505769
C2,b0,-0.039195641205487616,0.0013524819384915139,0.05355764930629986,-0.14339373610743017,-0.0750724282353227,-0.040604356784261664,-0.0026849717791802407,0.06835086257807678,1568.1227884330608,1.0014021941981144
C2,sigma,0.30671791441203816,0.0011978908746598442,0.04039834698288283,0.24256044591116038,0.2777950394545296,0.30181295499012833,0.33112718362520965,0.4007797954417587,1137.3461897039847,1.0022293230111363
C2,lp__,-9.243758836386348,0.041964788482383164,1.275698416861803,-12.598694298290319,-9.7547459309455,-8.91798973770469,-8.320185803537061,-7.829386852525186,924.1148650308376,1.004839685883161
PZ,b0,-1.6758218785210153,0.009031300183974819,0.3104206088746608,-2.3297547070162152,-1.8759837326387616,-1.6691661040660932,-1.4579029357594142,-1.0980668665963906,1181.409714074361,1.0019346860651916
PZ,bd15,-0.8505170784988682,0.012348102372919317,0.4767103200818275,-1.8466623918324063,-1.1589882700949774,-0.8426361983897868,-0.5325919590711397,0.0642667121992544,1490.4199836758626,0.9992602580238581
PZ,bd30,-0.005515760022930478,0.011537848545601718,0.40419247015451076,-0.8082106587265978,-0.2770230485894469,-0.003765606493423501,0.2624405745799738,0.7856633487092315,1227.2322789868776,1.0007256770560735
PZ,lp__,-82.84833327730489,0.05418848929355088,1.453291312325465,-86.50105367219524,-83.56262169830661,-82.49931453014466,-81.77102144480655,-81.08901223328942,719.2688751951883,0.9988907582990891
PC1,b0,1.9332861428435366,0.00967001627779756,0.35297940245646436,1.2959411477275633,1.6909840078538039,1.9215538895887998,2.151311588320132,2.658352200413578,1332.4297376238324,0.9996704305724773
PC1,bd15,-0.2875744470981673,0.010249109769833346,0.3963098180603612,-1.0672217155227635,-0.5595079457882693,-0.29708567075977443,-0.02682451181073964,0.5238794878693064,1495.1934093018826,1.0000131468500169
PC1,bd30,-0.4697559319940428,0.012265420564773593,0.4365834245526449,-1.36572261817073,-0.7510395469399127,-0.46429906672962445,-0.1845459139518873,0.38311273860652795,1266.9795291080552,1.0002147460630064
PC1,lp__,-90.20457612680754,0.04794666604980373,1.4004583304326343,-93.62087548929765,-90.9300058722713,-89.87258716098646,-89.15753289605148,-88.46195846954052,853.1463838986264,1.0018974145067494
