Model,Var,mean,se_mean,sd,X2.5.,X25.,X50.,X75.,X97.5.,n_eff,Rhat
C1,b0,0.7880746554379752,6.692117630826545e-5,0.0024523935293013647,0.7833705046506252,0.7863978216090883,0.7880813457529257,0.7897353409552447,0.7928649563920809,1342.929428048346,1.0011057126966554
C1,sigma,0.07043143228057151,3.6829220961481347e-5,0.0013707085429105707,0.06779287078443759,0.06948739208458939,0.07043525655412008,0.07133103383261863,0.07307761092842983,1385.1766887163933,1.0032329633311583
C1,lp__,1541.918338866341,0.03417294522502268,1.1507956965094508,1538.9891780781106,1541.3952262966495,1542.132858946622,1542.7749768587605,1543.2806374977622,1134.0485231985685,1.0012405685981265
C2,b0,0.2611237831935666,2.3525271556483146e-4,0.00877037679367556,0.24307340333633679,0.2552360240832419,0.2613339754167497,0.266919979375812,0.27838807152618916,1389.8477021471238,1.0002816962013006
C2,sigma,0.11861115972514868,1.4378876922926516e-4,0.005618471905026982,0.10840170056653052,0.114792559371986,0.1183832054490027,0.1222350622560579,0.13036297672584804,1526.8152685598602,0.9996778764272384
C2,lp__,162.4385679957808,0.04053024968041663,1.2731044461960117,159.0487241375097,161.87061371640635,162.7705257746286,163.37670124694665,163.8665607427503,986.6645199722078,1.0023507943370769
PZ,b0,-1.2800882290586038,0.004009120406315719,0.15808899820713346,-1.5789961366055931,-1.3884379108692033,-1.279857990386161,-1.172011933111294,-0.9653041155533499,1554.9094230110456,1.0043044962872931
PZ,bd15,-0.8220625918760847,0.01180268199600739,0.41449770927549523,-1.639512467275558,-1.097128166690043,-0.8088468591208033,-0.5529886761110133,-0.02078369379037113,1233.340115843169,0.9995910633135618
PZ,bd30,-0.8030769182637779,0.009722326596152393,0.3117444335127979,-1.455301929379445,-1.0181169709088218,-0.7928064613773675,-0.5853620655863929,-0.23207958288192163,1028.1512385729177,1.0023522431893772
PZ,lp__,-194.14659832178512,0.043557331931989046,1.4021753186773673,-197.64635664182896,-194.85132521109992,-193.80708434912958,-193.13396211458175,-192.36254370992677,1036.291885577598,1.0004706364387372
PC1,b0,2.509157453218308,0.0040382333576831865,0.1467574790453118,2.2307574510108337,2.407775324937937,2.508769932063317,2.6076872613179916,2.802715711581591,1320.7410064845556,1.0025150304071977
PC1,bd15,-0.9448408371408554,0.00500286133168007,0.1823273602844415,-1.3161753126786113,-1.064049381410879,-0.9424065288788307,-0.8198656988724012,-0.6054173424373154,1328.2100375745242,1.0021269457514035
PC1,bd30,-0.6043204485193677,0.006296825531286698,0.2106398117548969,-1.008985583815005,-0.7435358606777606,-0.6099028640246669,-0.46572592606656454,-0.18034590241257312,1119.0193473806416,1.00345765924299
PC1,lp__,-599.5700868376275,0.054316060012862294,1.4402306857031086,-603.2172315011981,-600.244269214206,-599.2845415997474,-598.516159576049,-597.7967569644031,703.0846245275874,1.0090712676881257
