Model,Var,mean,se_mean,sd,X2.5.,X25.,X50.,X75.,X97.5.,n_eff,Rhat
C1,b0,0.6628058588957156,3.532765373601727e-4,0.012873558935413788,0.6371503054013168,0.654238607234966,0.6630155144009747,0.67144815487692,0.6885280465345978,1327.9070026348868,0.999303224628771
C1,sigma,0.0911433804885335,2.4152050770713998e-4,0.007856867980555023,0.07693635556678241,0.08577986279952124,0.09046947060716272,0.09583328205177985,0.10820042585360849,1058.256355920514,1.006700393926956
C1,lp__,64.59493265781191,0.041242259083661324,1.1822961718218519,61.648935556304274,63.99652850762705,64.93081575725938,65.46170130758617,65.94722907175083,821.8029094053944,1.0033317591293098
C2,b0,-0.0056565591004131,8.248200691236958e-4,0.03460965280915386,-0.07322587001698809,-0.028438408172656582,-0.005627312774082557,0.015110396936519326,0.06177515095484609,1760.6622243355828,0.9992394242863155
C2,sigma,0.1706442955887062,6.574176043535333e-4,0.02619819745395893,0.12766122714354367,0.15266153344046335,0.16732726103761816,0.1862598115476568,0.22999433460827542,1588.035340968235,0.9997822824212413
C2,lp__,7.674325661896729,0.04266308185891662,1.3074246423688725,4.241585783601239,7.053756780040577,8.00563437619585,8.618988199712561,9.185495059681319,939.1368541685937,1.0040369915908098
PZ,b0,-1.7385501500636644,0.008820089686926035,0.3732504678339837,-2.4839892232832432,-1.9795948027027155,-1.7267740905563276,-1.4791605209303424,-1.0663150233881005,1790.8314756958537,1.0002879019530442
PZ,bd15,-0.841184019996051,0.02191105529562638,0.8059932278417671,-2.4274127691006555,-1.3723400523546085,-0.8360353846308547,-0.29020880808910976,0.7018513297301223,1353.1196341264772,0.9993935925749629
PZ,bd30,-0.9080853004866167,0.0211510715641159,0.7940948496872062,-2.4728867135388954,-1.4392049799090554,-0.9225769724617375,-0.3538864891539303,0.6150704933316841,1409.5484529618213,0.9993238736802322
PZ,lp__,-32.12945448182888,0.0495635969466151,1.4547706976391306,-35.81431388314669,-32.8741516949797,-31.780723470910402,-31.056319463334003,-30.366173776374282,861.5162158829675,1.0022292194249567
PC1,b0,2.3702550082720557,0.012700148023421074,0.48808041184930484,1.5128344290778264,2.019128895915779,2.342351623637433,2.6772747048418064,3.3730516348277497,1476.94795323486,1.0003176999846308
PC1,bd15,-1.0167385240574907,0.022005009650805922,0.7588155173063741,-2.510325247829077,-1.5435844508237093,-1.0072430964702734,-0.5228537811708521,0.5236861627066317,1189.1298470016154,1.0065876284255688
PC1,bd30,-1.0332670998624505,0.021717835338850036,0.763540065417233,-2.5071934302036976,-1.542929699871184,-1.0177112113963482,-0.5147864998813223,0.447923414091502,1236.03449051242,1.0039925804269603
PC1,lp__,-49.95989809069899,0.05099989574372642,1.3779663279735617,-53.32101645550398,-50.66072986381639,-49.63038465345,-48.95774725548873,-48.20943607595178,730.0265145040739,1.0047264898108532
