Model,Var,mean,se_mean,sd,X2.5.,X25.,X50.,X75.,X97.5.,n_eff,Rhat
C1,b0,0.7207128873941763,1.1432982046688793e-4,0.0035243758255062937,0.7140419341336641,0.7182906559603439,0.7205599191300682,0.7231104729644314,0.7275903398035204,950.2664235180123,1.0052929092263492
C1,sigma,0.08747489532553945,4.548792548235143e-5,0.0017290295165021722,0.0840522559212937,0.08633767759630942,0.08749936517051646,0.08864638693540894,0.0908433546345605,1444.8160342230835,1.0019554090464893
C1,lp__,1198.9138139839813,0.03896175098422758,1.1973587312795557,1196.0001808323548,1198.368670310075,1199.2096636617507,1199.7791283660433,1200.2551674160068,944.4340540254211,1.0015699678167578
C2,b0,0.06173637659633111,3.9061218554617985e-4,0.014590519495714455,0.03292199662086853,0.05140825174776796,0.06194301456157418,0.07185492626225895,0.08939144953319762,1395.2432676112896,1.001344825310382
C2,sigma,0.18340506403215598,2.4194259592837632e-4,0.009149924326395529,0.16686590726196862,0.17699731251308407,0.18287190741697978,0.18933394178275686,0.20288826123653114,1430.2446514774786,1.000760793935616
C2,lp__,55.84313754277349,0.041337261747749425,1.213796246084353,52.83049424910025,55.221950903998916,56.138374593574454,56.75717784611235,57.25527736893042,862.2003014915208,0.9996687665068585
PZ,b0,-2.0008430909952604,0.005192229018081229,0.20548798102205504,-2.4060628776872646,-2.138259701421916,-1.9988074268834048,-1.8593823533078797,-1.6017673607451153,1566.2647365433024,0.9989882850801312
PZ,bd15,-0.2851247204345372,0.009970722708244607,0.42359755906616886,-1.1320841346872719,-0.5559133637568467,-0.29070785655799136,-0.005532989156510574,0.53181154829183,1804.9019779333216,0.9997554645820015
PZ,bd30,-0.4705303857906028,0.009451878120234436,0.3419011510993781,-1.1669437264831952,-0.6926369775570916,-0.47507080639924015,-0.23204234471322635,0.1881159027668393,1308.4734057555054,1.0003320480934859
PZ,lp__,-155.95506803668343,0.04849018125749045,1.4402534927869504,-159.66097362785507,-156.66807829900182,-155.59602801981583,-154.9106992821605,-154.1830482052368,882.2065119846545,1.0012707252535553
PC1,b0,2.1918591691179903,0.003842712776654164,0.1274946582813262,1.9366829365527165,2.102231672250619,2.1925748184662464,2.2809681597357203,2.4414943451737403,1100.7992621673789,0.9985799282338197
PC1,bd15,-0.31841798141613015,0.0054062148859351875,0.18995391116609198,-0.700072032144451,-0.4407297879644638,-0.3164506047492104,-0.19298401391997688,0.05960200458261063,1234.5533783229027,0.9994872253799864
PC1,bd30,-0.5568352483390152,0.005718922840442441,0.18413018505209724,-0.9134919646222404,-0.6772189903087416,-0.559824125796333,-0.44560619857929823,-0.16626792244105074,1036.6245862840408,0.9991944875094247
PC1,lp__,-574.2077499627014,0.04866814262682887,1.409139141650643,-577.8762055888305,-574.9338315769708,-573.8436804617336,-573.1586325121726,-572.4835075015264,838.3361863875924,1.0026444680823199
