Model,Var,mean,se_mean,sd,X2.5.,X25.,X50.,X75.,X97.5.,n_eff,Rhat
C1,b0,0.6140080749626329,7.068300732486142e-4,0.021165849075006484,0.5734781491460974,0.5999506648970414,0.6137199022902613,0.6271650250915957,0.6574754859990067,896.6879880912525,1.003336645910962
C1,sigma,0.10337796166613361,3.0424704559195095e-4,0.01059605748100813,0.084671707617022,0.09609747229557075,0.10258751350181985,0.10998518525177733,0.12655575708405123,1212.9303741738486,1.0005176344912856
C1,lp__,41.958031994607815,0.05685210098287576,1.3235509057981927,38.48933578487073,41.40968106374361,42.30012172942702,42.90242527579444,43.38221873817249,541.9862410758499,1.004863570884115
C2,b0,-0.09701616992544618,0.001279041365405875,0.04877826254573951,-0.1964135276781827,-0.12927132058131707,-0.0961977947225979,-0.06521389689472007,-4.3300527251919523e-4,1454.398685831133,1.0012289589644303
C2,sigma,0.18789702509570524,0.0010802311875191593,0.04304740468210365,0.12518093334481595,0.15837031377539768,0.1802498775000514,0.20848808924395063,0.2901843136215984,1588.036655519323,0.9985479896916715
C2,lp__,2.102065568522354,0.03717599623444492,1.2267868715356085,-0.962575075557416,1.5337530195065843,2.40093837095209,3.0202726402730984,3.510968846925881,1088.9627107396159,1.000327327186632
PZ,b0,-7.091920195247339,0.07545081694508765,2.4137036341487326,-12.978866437871975,-8.350897007984516,-6.726569156393046,-5.290312675350783,-3.6510586509575553,1023.387235271392,1.0016601231851134
PZ,bd15,-0.02359464751937899,0.022519233034304073,1.000996451626996,-1.9074668358018956,-0.716221790963941,-0.02242598806116787,0.6489138126352012,1.9733255878781875,1975.867808941459,0.9982560989033182
PZ,bd30,-0.0991334918691088,0.023602311556048344,0.9869096896999288,-2.0586305020647324,-0.7450951296100049,-0.09813875712117191,0.5351224923556974,1.8477096821293408,1748.41992987998,0.9995846121957153
PZ,lp__,-2.902472326906791,0.04807061880301164,1.4316689644117417,-6.511116121748325,-3.6199005196329184,-2.5841890945740733,-1.8400572335013612,-1.1211484301344554,887.0044434535613,1.000969876664453
PC1,b0,2.039828936278742,0.012239713575552171,0.45159994962896566,1.2225227783450159,1.7233092523466764,2.013323216743861,2.3275712020087114,2.956178935701153,1361.3357818515356,1.0006508830917786
PC1,bd15,-0.9999078545740563,0.015361296092391716,0.660282724781119,-2.312957009122004,-1.4415056997640856,-1.0125908207218295,-0.557729032042044,0.3151400970974721,1847.5838140727458,1.0000567862803458
PC1,bd30,-1.053178673567965,0.01573572863573223,0.5944509182524338,-2.2161765285640183,-1.4564628465677687,-1.0562892344544903,-0.6553333800735868,0.12365290169232337,1427.1127606927366,1.0016604205187447
PC1,lp__,-31.775358001323735,0.048033479738677234,1.4354220957040895,-35.385780905779065,-32.4659236266048,-31.45680410886166,-30.70132626894133,-29.982020440826467,893.040499404571,1.0014144476110802
