Model,Var,mean,se_mean,sd,X2.5.,X25.,X50.,X75.,X97.5.,n_eff,Rhat
C1,b0,0.7206251109899966,1.0283408433030127e-4,0.003498577651937929,0.7137970475376612,0.7182559473208662,0.7207090221565664,0.7230470777315549,0.7272384414729968,1157.4676576778218,0.9985811429085567
C1,sigma,0.08758858452897557,4.74628046695548e-5,0.0017167074171491215,0.08434862737790011,0.08639216450643887,0.0875353372209292,0.08877477365347693,0.09108974991289015,1308.2350219993066,1.0016360815554723
C1,lp__,1198.913858263348,0.03870145652010401,1.1614165373447303,1195.79061028111,1198.4073587627015,1199.2027858123358,1199.7736525682008,1200.260302393545,900.578120266982,1.0058886496402784
C2,b0,0.06164071144006071,4.127635699658739e-4,0.014420536168663898,0.032577771564477415,0.052030380406882175,0.061755813051627896,0.07154921543533421,0.09004813013015918,1220.5627067578782,1.000625045168183
C2,sigma,0.18317266813717878,2.475755070574975e-4,0.009232736732654907,0.16655411552538046,0.17651488641548657,0.1828265143484794,0.18928428198807606,0.20273411149347262,1390.73873121111,1.0009051735345216
C2,lp__,55.90045776836973,0.034963735265522156,1.194571844785784,52.71131718700653,55.40333504443194,56.2282549396853,56.75497611488967,57.28011621263523,1167.3172479045857,1.003000493514293
PZ,b0,-1.69478705414685,0.0041145469892919645,0.17640630641203903,-2.0408669430607898,-1.8137853496821732,-1.6942071801247265,-1.577190337538147,-1.3564147236896618,1838.1635955253614,1.000023153781295
PZ,bd15,-0.31897757037636637,0.010896715631518903,0.44283680650830315,-1.1896296618724933,-0.6106541347169161,-0.303335255458957,-0.02142547166820835,0.533488532881864,1651.5669582540825,0.9987129138297433
PZ,bd30,-0.7000587726252075,0.008719246296782201,0.33633183903187364,-1.404827070474601,-0.915631384543601,-0.6945044905013169,-0.4835315428045817,-0.041972722367723106,1487.9148314928789,1.0004689472658317
PZ,lp__,-174.9362152137647,0.04459170216715341,1.3999397056870122,-178.56857018021992,-175.64025726987288,-174.62234913633827,-173.89838446258582,-173.15021467798587,985.6223916417446,1.0033916033589194
PC1,b0,2.189203789259784,0.003470675683547324,0.13052598357327858,1.948106499626628,2.0970345273597224,2.18879235242274,2.2752568040743553,2.4475573269746094,1414.3792717141243,1.0004670226113976
PC1,bd15,-0.32141053808456793,0.005111902327167614,0.18299206749801616,-0.6663733579335254,-0.444438901589707,-0.32918027283295764,-0.19798055757832284,0.05031046303762873,1281.4434145174116,0.9984378440097476
PC1,bd30,-0.5498569125599231,0.005833146432446383,0.19005154953305214,-0.9020030807608017,-0.6860163934435858,-0.5557058286502754,-0.41254052586169476,-0.1744022358038335,1061.5417316247035,0.999803310598726
PC1,lp__,-574.1805868545418,0.04137278007773785,1.3194597479214454,-577.4721498167902,-574.8468156211945,-573.8923492150411,-573.2210660805545,-572.4604227983458,1017.0981927383996,1.0027303481441332
